sentence_id,transcript,sentence,gold_label,vote_sub,vote_boi,is_tie,vote_margin,mean_conf,std_conf,provider_split,gpt_mini_balanced__label,haiku_pattern__label,sonnet_skeptic__label,gpt_mini_balanced__confidence,haiku_pattern__confidence,sonnet_skeptic__confidence,severity_score
bd16e67545e4,NVDA_Q4-2025,Blackwell has great demand for inference.,substantive,2,1,False,1,0.6666666666666666,0.07637626158259735,True,boilerplate,substantive,substantive,0.6,0.75,0.65,4
68efdf256c65,NKE_Q2-2026,All of these new concepts will come to the consumer in the back half of the year.,substantive,2,1,False,1,0.6733333333333332,0.06429100507328635,True,boilerplate,substantive,substantive,0.6,0.72,0.7,4
9fe0dd4ab441,JNJ_Q4-2025,"In MedTech, we will continue to accelerate our newly launched products and expect normalized seasonality.",substantive,2,1,False,1,0.6733333333333332,0.06429100507328635,True,boilerplate,substantive,substantive,0.6,0.72,0.7,4
0e269af65ef8,WFC_Q2-2025,"Executives - Senior EVP & CFO And the good news is, right, we have a ton of excess capital.",substantive,2,1,False,1,0.6733333333333333,0.06429100507328636,True,boilerplate,substantive,substantive,0.7,0.72,0.6,4
50ed2b29bd0a,PLTR_Q4-2025,"Well, it means that -- first of all, that the way in which we view value is obviously no longer relevant, that the bottom of the stack somehow is where the value is lessened, and the top of the stack where we impregnate the world with AI with ontology and FDE and tribal knowledge, which is represented at this table, is actually where the value is created.",substantive,2,1,False,1,0.6733333333333333,0.06429100507328636,True,boilerplate,substantive,substantive,0.7,0.72,0.6,4
669272ddca78,WFC_Q3-2025,And we don't see any meaningful changes across different affluence levels.,substantive,2,1,False,1,0.6733333333333333,0.06429100507328636,True,boilerplate,substantive,substantive,0.7,0.72,0.6,4
df9e0f92da0f,INTC_Q2-2025,"In addition, we also need to develop a rich and diverse ecosystem of IP and EDA partners who will enable our customers to seamlessly design chips using our process.",substantive,2,1,False,1,0.6733333333333333,0.06429100507328636,True,boilerplate,substantive,substantive,0.7,0.72,0.6,4
f6725c26e1e1,INTC_Q2-2025,"In the past, we approached AI with a traditional silicon and training-centric mindset without a cohesive silicon systems software stack and strategy.",substantive,2,1,False,1,0.6733333333333333,0.06429100507328636,True,boilerplate,substantive,substantive,0.7,0.72,0.6,4
f853945d1b19,AMD_Q1-2025,So we continue to see strength in Client going into the second quarter.,substantive,2,1,False,1,0.6733333333333333,0.06429100507328636,True,substantive,boilerplate,substantive,0.7,0.72,0.6,4
f93fcb6fc25f,INTC_Q4-2023,"The second, as you point out, is loadings, and we are managing our capital spend and our investment with an eye on loadings to make sure that we keep those in a good place.",substantive,2,1,False,1,0.6733333333333333,0.06429100507328636,True,boilerplate,substantive,substantive,0.7,0.72,0.6,4
1c1e5696c907,WFC_Q4-2025,"But now that the asset cap's gone, we've got more opportunity to continue to do more with clients and that should create this good virtuous circle where they do more fee-based business with us as well.",boilerplate,2,1,False,1,0.68,0.06928203230275509,True,boilerplate,substantive,substantive,0.6,0.72,0.72,4
3d7ef2dbb11f,JNJ_Q2-2024,"And given our leadership position in China, we are seeing that as a short-term tailwind.",substantive,2,1,False,1,0.68,0.06928203230275509,True,boilerplate,substantive,substantive,0.6,0.72,0.72,4
732bd7ca3c77,PLTR_Q1-2024,"You see the same thing in the government, Shyam and others will talk about it, but our mission footprint, whether it's in Ukraine, Israel or in the United States government is stunning.",substantive,2,1,False,1,0.68,0.06928203230275509,True,boilerplate,substantive,substantive,0.6,0.72,0.72,4
b1551ea4b39c,NKE_Q3-2026,"Given where inventory is in the marketplace, we expect to continue to see improvement in underlying profitability in that geography.",substantive,2,1,False,1,0.68,0.06928203230275509,True,boilerplate,substantive,substantive,0.6,0.72,0.72,4
bd0946bd6572,WFC_Q2-2024,"But I think the good part is like we've been methodically sort of making investments in really all of the asset classes, FX, credit, to a lesser degree, in equities and other places, but we're getting the benefit of those investments each quarter on an incremental basis.",substantive,2,1,False,1,0.68,0.06928203230275509,True,boilerplate,substantive,substantive,0.6,0.72,0.72,4
3c4dafa5a0ab,BLK_Q4-2023,"We invest first either to scale strategic growth initiatives or drive operational efficiency, and then return excess cash to our shareholders through a combination of dividends and share repurchases.",substantive,2,1,False,1,0.6833333333333332,0.07637626158259735,True,boilerplate,substantive,substantive,0.7,0.75,0.6,4
6af2b14e9712,C_Q2-2024,"And what that is, is in Argentina, we have capital there.",substantive,2,1,False,1,0.6833333333333332,0.14433756729740646,True,substantive,boilerplate,substantive,0.6,0.85,0.6,4
55e3315388f7,FAST_Q1-2024,And so we tempered the closures really to -- because we felt that talent could slide over into the other -- into branches that are growing but also into this new Onsite growth element because we had the talent to move.,substantive,2,1,False,1,0.69,0.03605551275463986,True,boilerplate,substantive,substantive,0.7,0.72,0.65,4
a4a6cd7ea257,AVGO_Q1-2026,"I think on further study relative to even comments that I did make last quarter, the impact relative to our overall mix is actually not going to be substantial at all.",substantive,2,1,False,1,0.69,0.03605551275463986,True,boilerplate,substantive,substantive,0.7,0.72,0.65,4
4266cc806c98,BLK_Q3-2024,"We have a long history of good integration, whether it's the integration of BGI, [ Malin ], Aperio, eFront.",substantive,2,1,False,1,0.6900000000000001,0.07937253933193773,True,boilerplate,substantive,substantive,0.6,0.75,0.72,4
5411e4115163,JPM_Q3-2024,"Executives - Chairman & CEO I understand the debt markets, rates came down, spreads are quite low and markets are wide open.",substantive,2,1,False,1,0.6900000000000001,0.07937253933193773,True,boilerplate,substantive,substantive,0.6,0.75,0.72,4
29adc88da363,FAST_Q1-2024,"And we started doing that probably 5, 6 years later, and we've been doing that for many years In 2020 and 2021 because of COVID, we had to shut down the event.",substantive,2,1,False,1,0.6999999999999998,0.14999999999999997,True,substantive,boilerplate,substantive,0.7,0.85,0.55,4
3153064e7f96,FAST_Q2-2025,And I would just throw out -- we've made several leadership changes during the quarter.,substantive,2,1,False,1,0.6999999999999998,0.14999999999999997,True,substantive,boilerplate,substantive,0.7,0.85,0.55,4
35cf82e6bd1c,NVDA_Q2-2025,That our ecosystem partners the world-leading IT companies used to help companies customize AI models and build bespoke AI applications.,substantive,2,1,False,1,0.6999999999999998,0.14999999999999997,True,substantive,boilerplate,substantive,0.7,0.85,0.55,4
afdb34ca2d2a,NVDA_Q2-2025,NVIDIA's networking footprint is much bigger than before.,substantive,2,1,False,1,0.6999999999999998,0.14999999999999997,True,substantive,boilerplate,substantive,0.7,0.85,0.55,4
0b702b912913,FAST_Q3-2024,But the primary challenge remains sluggish end markets.,substantive,2,1,False,1,0.7000000000000001,0.1322875655532295,True,boilerplate,substantive,substantive,0.6,0.85,0.65,4
6beb2bbf6147,AVGO_Q3-2024,"But see, we do not focus very much on enterprise AI market, as you know well.",substantive,2,1,False,1,0.7000000000000001,0.04999999999999999,True,boilerplate,substantive,substantive,0.7,0.75,0.65,4
a759b9f34b80,AMD_Q2-2025,"We really don't have that on the shelf, a finished good we can ship immediately.",substantive,2,1,False,1,0.7000000000000001,0.04999999999999999,True,boilerplate,substantive,substantive,0.7,0.75,0.65,4
fc13486c3396,C_Q3-2024,We knew 2024 would be a tough year as we lap the credit cost but we have a path to higher returns.,substantive,2,1,False,1,0.7000000000000001,0.1322875655532295,True,boilerplate,substantive,substantive,0.6,0.85,0.65,4
093042895a4a,WFC_Q2-2025,"I mean when you look at spreads, particularly on the commercial side, John, it's still very competitive.",substantive,2,1,False,1,0.7166666666666667,0.12583057392117916,True,substantive,boilerplate,substantive,0.7,0.85,0.6,4
0fe192b3960c,GS_Q1-2026,"They do infrastructure, they do real estate, they do credit.",substantive,2,1,False,1,0.7166666666666667,0.12583057392117916,True,substantive,boilerplate,substantive,0.7,0.85,0.6,4
30e7d0eeb03f,INTC_Q2-2024,As we move the Intel 43 capacity into Ireland.,substantive,2,1,False,1,0.7166666666666667,0.12583057392117916,True,boilerplate,substantive,substantive,0.6,0.85,0.7,4
393904b19a28,NVDA_Q1-2025,Liquid cooling is going to save data centers a lot of money in provisioning power and not to mention to be more energy efficient.,substantive,2,1,False,1,0.7166666666666667,0.12583057392117916,True,substantive,boilerplate,substantive,0.7,0.85,0.6,4
3d8198fb5cc6,JNJ_Q2-2025,"Beginning with Innovative Medicine, where our results demonstrate the depth of our expertise in Oncology, Immunology and Neuroscience.",substantive,2,1,False,1,0.7166666666666667,0.12583057392117916,True,substantive,boilerplate,substantive,0.7,0.85,0.6,4
45f096d449ba,FDX_Q3-2026,"So yes, the answer is from a domestic priority perspective, that is where you will see the majority of the health care.",substantive,2,1,False,1,0.7166666666666667,0.12583057392117916,True,substantive,boilerplate,substantive,0.7,0.85,0.6,4
5f9441da9db1,FAST_Q3-2025,"Second thing on this slide, for me, Q3 was a quarter of profitable growth.",substantive,2,1,False,1,0.7166666666666667,0.12583057392117916,True,substantive,boilerplate,substantive,0.7,0.85,0.6,4
70bb48da5ab7,FAST_Q3-2025,"The only difference between now and then is we know what we know now, and that is it's going to be a little bit lower than we thought, which frankly, is a good thing because it tells me we've probably put in more substitutions in place.",substantive,2,1,False,1,0.7166666666666667,0.12583057392117916,True,substantive,boilerplate,substantive,0.7,0.85,0.6,4
82c75b4c8e3b,GS_Q4-2024,The subsegments that we report into are not changing.,substantive,2,1,False,1,0.7166666666666667,0.12583057392117916,True,boilerplate,substantive,substantive,0.7,0.85,0.6,4
8912dddef533,NKE_Q2-2026,We're resetting the marketplace for Converse under new leadership.,substantive,2,1,False,1,0.7166666666666667,0.12583057392117916,True,substantive,boilerplate,substantive,0.7,0.85,0.6,4
d80ee5a9067d,JPM_Q1-2025,"And I think some of that Mike Mayo mentioned the thing about regulation, he is right, there will be reductions in cost because rules and regulations will be modified a little bit.",substantive,2,1,False,1,0.7166666666666667,0.12583057392117916,True,substantive,boilerplate,substantive,0.7,0.85,0.6,4
e4cb2c6f492d,BLK_Q2-2024,The industrial logic that informed our planned acquisition of GIP has only begun even clearer in the last 6 months.,substantive,2,1,False,1,0.7166666666666667,0.12583057392117916,True,boilerplate,substantive,substantive,0.6,0.85,0.7,4
e59eaf874875,NVDA_Q2-2025,NVIDIA NIMs accelerate and simplify model deployment.,substantive,2,1,False,1,0.7166666666666667,0.12583057392117916,True,substantive,boilerplate,substantive,0.7,0.85,0.6,4
f41fa3a0e1e3,FAST_2026_01_20,We only have one quarter of that as we move into '26.,substantive,2,1,False,1,0.7166666666666667,0.12583057392117916,True,substantive,boilerplate,substantive,0.7,0.85,0.6,4
f4d92f528d9d,WFC_Q3-2025,We are at the lower end of that range today.,substantive,2,1,False,1,0.7166666666666667,0.028867513459481315,True,boilerplate,substantive,substantive,0.7,0.75,0.7,4
1a1ac8b2770d,AVGO_Q4-2025,But we expect the rate of growth of -- as we do more and more AI revenue to be so much that we get the operating leverage on our operating spending that operating margin will deliver dollars that are still high level of growth from what it has been.,substantive,2,1,False,1,0.7233333333333333,0.12503332889007368,True,boilerplate,substantive,substantive,0.6,0.85,0.72,3
347b34046cec,PLTR_Q1-2024,More and more customers are expanding their work with us due to AIP and the incredible traction our software has within their organizations.,substantive,2,1,False,1,0.7233333333333333,0.025166114784235857,True,substantive,substantive,boilerplate,0.7,0.72,0.75,3
62a966c88874,AVGO_Q1-2025,"So those are trends we see today and a lot of it coming out of AI, a lot of it coming out of sensitive rules on sovereignty in cloud and data.",substantive,2,1,False,1,0.7233333333333333,0.025166114784235857,True,substantive,substantive,boilerplate,0.7,0.72,0.75,3
9d2c93b59ee2,FAST_Q4-2023,"One thing we've talked about a number of years ago was building our infrastructure to support signing 100 devices a day, and that was a long way away from what we were doing at the time, but that was kind of the number we had in our head.",substantive,2,1,False,1,0.7233333333333333,0.025166114784235853,True,boilerplate,substantive,substantive,0.7,0.75,0.72,3
b674cd70d249,NKE_Q1-2025,So Running and Core are the 2 areas where we're most optimistic that we see momentum building from an innovation and a newness perspective.,boilerplate,2,1,False,1,0.7233333333333333,0.12503332889007368,True,boilerplate,substantive,substantive,0.6,0.85,0.72,3
c737910457bb,C_Q4-2023,"I don't know if you've dimensionalized how much was rate versus new business, but you have good core business momentum and a pipeline of one, but not yet funded.",substantive,2,1,False,1,0.7233333333333333,0.1167618659209133,True,substantive,substantive,boilerplate,0.7,0.85,0.62,3
cc6b6cfc2162,FAST_Q4-2024,"Thanks to the strength of our Onsite program, there's a subset of this group that has grown even faster.",boilerplate,2,1,False,1,0.7233333333333333,0.025166114784235857,True,substantive,substantive,boilerplate,0.7,0.72,0.75,3
e70c877a827d,BLK_Q3-2025,The fourth quarter has traditionally been our strongest for organic growth.,substantive,2,1,False,1,0.7233333333333333,0.1167618659209133,True,substantive,boilerplate,substantive,0.7,0.85,0.62,3
f29fa0ed85c9,AMD_Q4-2023,"In closing, we delivered solid financial results in 2023, further strengthening our product portfolio and establishing ourselves as a leading provider of data center GPUs for AI.",substantive,2,1,False,1,0.7233333333333333,0.025166114784235857,True,substantive,substantive,boilerplate,0.7,0.72,0.75,3
4101505d69f7,NKE_Q2-2026,"And we're trying to turn around our business across 3 brands, multiple sports in 4 geographies.",substantive,2,1,False,1,0.7333333333333333,0.10408329997330662,True,substantive,boilerplate,substantive,0.7,0.85,0.65,3
09434d2446b4,NKE_Q3-2025,"While we added innovation across our 5 key fields of play this quarter, it's not enough to offset the continued headwinds of our classic franchises.",substantive,2,1,False,1,0.7333333333333334,0.12583057392117916,True,boilerplate,substantive,substantive,0.6,0.85,0.75,3
01c5d54f6a98,BLK_Q3-2025,We're bringing learnings from our U.S. offerings to help grow the ETF market in Europe and better serve our clients in this region.,substantive,2,1,False,1,0.7466666666666666,0.06429100507328636,True,substantive,substantive,boilerplate,0.7,0.72,0.82,3
9ce65e0a08ed,INTC_Q3-2025,"By connecting our architectures through NVIDIA NVLink, we combine Intel's CPU and x86 leadership with NVIDIA unmatched AI and accelerated computing strengths, unlocking innovative solutions that will deliver better customer experience and provide a beachhead for Intel in the leading AI platform of tomorrow.",substantive,2,1,False,1,0.7466666666666666,0.06429100507328636,True,substantive,boilerplate,substantive,0.7,0.72,0.82,3
e9ed70b37f39,NKE_Q1-2025,"This quarter, we saw growth in multiple sport dimensions, an indicator that we are gaining traction.",substantive,2,1,False,1,0.7466666666666666,0.06429100507328636,True,substantive,substantive,boilerplate,0.7,0.72,0.82,3
5c4d73d60eac,WFC_Q4-2023,"We will continue to consider current market conditions, including interest rate movements, risk-weighted asset levels, stress test results as well as any potential economic uncertainty with respect to the amount and timing of share repurchases over the coming quarters.",substantive,2,1,False,1,0.75,0.09999999999999998,True,substantive,boilerplate,substantive,0.75,0.85,0.65,3
bfe1d2b7d94d,BLK_Q2-2024,"But obviously, if interest rates go back down, the liabilities will go out a little bit.",substantive,2,1,False,1,0.75,0.08660254037844388,True,substantive,boilerplate,substantive,0.7,0.85,0.7,3
0bd4e250973e,INTC_Q1-2025,"I mean obviously, we thought Q1 would be a trough and it turned out to be better.",substantive,2,1,False,1,0.7566666666666665,0.08144527815247078,True,boilerplate,substantive,substantive,0.7,0.85,0.72,3
38924f6ab7b1,NVDA_Q1-2026,"As that stack grows to include 6G and quantum, U.S. global infrastructure leadership is at stake.",substantive,2,1,False,1,0.7566666666666665,0.08144527815247078,True,substantive,boilerplate,substantive,0.7,0.85,0.72,3
64368cc73849,PLTR_Q4-2023,"AIP is the AI-powered operating system for the enterprise, not a Q&A bot, not an agent framework, not a way to dabble, but a way to deliver.",substantive,2,1,False,1,0.7566666666666665,0.08144527815247078,True,boilerplate,substantive,substantive,0.7,0.85,0.72,3
720e1e947d2b,AVGO_Q1-2024,I do not go into production as a rail customer at this point.,substantive,2,1,False,1,0.7566666666666665,0.08144527815247078,True,boilerplate,substantive,substantive,0.7,0.85,0.72,3
c92f0b685a3f,WFC_Q2-2024,"But -- you saw about -- basically about a month's worth in the quarter, we made the change in June.",substantive,2,1,False,1,0.7566666666666665,0.08144527815247078,True,substantive,boilerplate,substantive,0.7,0.85,0.72,3
d505d83c1ec0,BLK_Q4-2023,The integration of BlackRock's existing infrastructure platform with GIP will result in a market-leading comprehensive infrastructure business with truly differentiated origination and asset management capabilities.,substantive,2,1,False,1,0.7566666666666665,0.08144527815247078,True,substantive,substantive,boilerplate,0.7,0.85,0.72,3
f5fb9f412993,AVGO_Q2-2024,"Hock, you seem to have pretty good visibility into hitting that $4 billion run rate over the medium term, perhaps.",substantive,1,2,False,1,0.7566666666666665,0.08144527815247078,True,substantive,boilerplate,boilerplate,0.7,0.85,0.72,3
2a9442708674,FDX_Q1-2025,We anticipate some improvement in the pricing environment skewed toward the second half of the fiscal year.,substantive,2,1,False,1,0.7566666666666667,0.13650396819628846,True,boilerplate,substantive,substantive,0.6,0.85,0.82,3
afa5262a15dd,BLK_Q1-2024,"As we spoke in January, we believe the planned combination of BlackRock's infrastructure platform with GIP will provide clients with access to market-leading investments and operating expertise across infrastructure private markets.",substantive,2,1,False,1,0.7566666666666667,0.1601041327803044,True,boilerplate,substantive,substantive,0.6,0.92,0.75,3
c0d537feaa4f,BLK_Q2-2024,"What the creation of public benchmarks did to drive stock markets, especially visible through iShares, we believe the combination of BlackRock with Preqin can do for private markets.",substantive,2,1,False,1,0.7566666666666667,0.13650396819628846,True,boilerplate,substantive,substantive,0.6,0.85,0.82,3
1f0f93995498,INTC_Q4-2025,"So in terms of 14A, realistically in terms of, I call it, the risk production in the later part of 2027 and real production, volume production in 2028.",substantive,2,1,False,1,0.7666666666666666,0.14433756729740646,True,boilerplate,substantive,substantive,0.6,0.85,0.85,3
319a5864c2ca,INTC_Q1-2024,"And as we go into the second half of the year, we're engaging deeply with our customers today, our OEM partners, and we just see strength across the board, right?",boilerplate,1,2,False,1,0.7666666666666666,0.14433756729740646,True,substantive,boilerplate,boilerplate,0.6,0.85,0.85,3
81d6ab9165c5,FAST_Q1-2025,"And so -- but there is no silver bullet that will cause something where you have a tariff that was declared on Wednesday or Thursday -- Wednesday, I guess it was, that's 145%.",substantive,2,1,False,1,0.7666666666666666,0.07637626158259735,True,substantive,boilerplate,substantive,0.7,0.85,0.75,3
918cc3754787,NKE_Q3-2025,"One thing it was great to see for the right product drops like the Nike Black Label Collection, the Kobe Protros, Jordan Red 1s and Jordan 4 Cement, the passion of sneaker culture is alive.",substantive,2,1,False,1,0.7666666666666666,0.07637626158259735,True,substantive,boilerplate,substantive,0.7,0.85,0.75,3
a5a6ffa32de8,PLTR_Q1-2025,"And everything about it is heretical, a military vehicle with a software company as the prime contractor, and it's built by a team of nontraditional defense innovators like Anduril.",substantive,2,1,False,1,0.7666666666666666,0.07637626158259735,True,substantive,boilerplate,substantive,0.7,0.85,0.75,3
a8adc25a0d6c,FDX_Q4-2025,"In addition to our Q1 outlook, we remain committed to being transparent and resuming our full year outlook for adjusted EPS, effective tax rate and capital returns as visibility improves.",substantive,2,1,False,1,0.7666666666666666,0.07637626158259735,True,boilerplate,substantive,substantive,0.7,0.85,0.75,3
ad81104719f7,FAST_Q1-2025,"But if it's government mandated, that's a really weird thing for certainty because if the economics work because there's a 50% tariff or a 25% tariff or a 75% tariff.",substantive,2,1,False,1,0.7666666666666666,0.07637626158259735,True,substantive,boilerplate,substantive,0.7,0.85,0.75,3
bf16987ca0a7,FDX_Q3-2024,"This is tied in part to the rapid growth of many of our e-commerce customers, where we are a critical enabler of global trade, offering unique solutions for our customers.",boilerplate,1,2,False,1,0.7666666666666666,0.07637626158259735,True,substantive,boilerplate,boilerplate,0.7,0.85,0.75,3
c14dbbfec902,INTC_Q2-2024,"I think, Dave, you might have mentioned client flat to down in September.",boilerplate,1,2,False,1,0.7666666666666666,0.07637626158259735,True,substantive,boilerplate,boilerplate,0.7,0.85,0.75,3
c1752fa05719,INTC_Q1-2025,"I know in the past, your target was to, I guess, bring in 70% of the die in-house to 18A.",substantive,2,1,False,1,0.7666666666666666,0.07637626158259735,True,substantive,boilerplate,substantive,0.7,0.85,0.75,3
eb5e5e3ac3a3,JPM_Q3-2024,We think the CD mix has probably peaked.,substantive,2,1,False,1,0.7666666666666666,0.07637626158259735,True,boilerplate,substantive,substantive,0.7,0.85,0.75,3
eff28a46ed07,PLTR_Q2-2024,"That differentiation is built on more than a decade of deep technical investments, technologies like the Ontology, OSDK, the primitives that we have that permeate the platform, security, functions on objects, actions, write-back, machinery, automations, and a deep product pipeline that really is focused on addressing this very problem on this transition from prototyping to production.",substantive,2,1,False,1,0.7666666666666666,0.07637626158259735,True,boilerplate,substantive,substantive,0.7,0.85,0.75,3
f5704f04db0c,GS_Q2-2025,"For example, last month's proposal on the recalibration of the enhanced SLR is a constructive step to returning the leverage requirement back to its intended purpose as a backstop measure.",substantive,2,1,False,1,0.7666666666666666,0.07637626158259735,True,substantive,boilerplate,substantive,0.7,0.85,0.75,3
32793448d86e,JPM_Q1-2025,"And then just separately, if we look at the delinquencies for the home lending, the increase both 2Q and year-over-year, is that just some of the noise from the First Republic deal as you take the marks upfront and then those portfolios essentially re-season from an accounting point of view?",substantive,2,1,False,1,0.7733333333333333,0.1327905619136139,True,substantive,substantive,boilerplate,0.85,0.85,0.62,3
6a344db73ee5,BLK_Q3-2025,"And then just looking at your private markets flows, those sort of stepped up nicely sequentially as they did earlier in the year when you acquired GIP.",substantive,2,1,False,1,0.7733333333333334,0.06806859285554046,True,substantive,substantive,boilerplate,0.75,0.85,0.72,3
a578996e81d0,C_Q1-2024,We very much look forward to welcoming Vis Raghavan to Citi to lead our Banking franchise in early June.,boilerplate,2,1,False,1,0.7799999999999999,0.12165525060596444,True,substantive,boilerplate,substantive,0.7,0.92,0.72,3
