sentence_id,sentence,gold_label,vote_sub,vote_boi,is_tie,provider_split,sonnet_balanced__label,sonnet_skeptic__label,haiku_pattern__label,gpt_mini_balanced__label,suggested_label,override_reason,changed
84c018fb75ae,"So first and foremost, we're looking to deploy the capital into organic or inorganic growth.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
b13c673b07d7,"This, I think, can be done faster than that because it can be done largely through allocations to funds inside of target date funds that are already themselves asset allocation vehicles.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
bbc76290506c,"I'd note that even with these actions, we almost offset it by the contribution of newness and innovation.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
0533c9b05a31,A lot of that stuff doesn't actually show up in the P&L.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
1d634cb132fd,"You have Eastern Europe, you have Germany, France, you have -- they're very different Europes.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
20318f871582,"And if you invest in our architecture today, without doing anything, it will go to more and more clouds and more and more data centers and everything just runs.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
24416944651b,My visits to the geos the past few weeks only reinforced my conviction that we need to get back to empowering our teams in key countries and key cities.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
a99956316655,"And when we do that, yes, perhaps then things like exotic stuff like co-packaging might be of silicon with optical might become relevant.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
b24ba952461c,We've uncovered quite a lot of areas where we don't leverage industry IPs.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
f3a0baa41205,"But the other thing I think to think about is where we're genuinely special in the marketplace is in engaging with customers that have very large, very complex supply chains.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
1d88bd9705dd,Revenue from our largest customers continues to expand.,substantive,2,2,True,True,substantive,boilerplate,substantive,boilerplate,substantive,,False
d4afd238406d,"As our international sales teams have become increasingly more aligned, the growth continues to accelerate.",boilerplate,2,2,True,True,substantive,boilerplate,substantive,boilerplate,boilerplate,tie_default_boi,False
33a8f63683a4,Some of it would be digital artist intelligence like Runway.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
3a4614a3fc6f,"Gotham's new suite of integrated capabilities, platform-run Foundry, met their moment.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
3c3838ae8f0d,"So I mean it's a big focus for us next year and we definitely see that to be becoming an increasing number as we move forward, especially in the latter half of '26.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
53da9e52bfae,And I do think that the fact that the revenue performance in this quarter is good shouldn't make us lose focus on the importance of the larger fixes around financial resource deployment by regulated banks to supporting the capital markets ecosystem.,substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,substantive,,False
20c93c37a1ef,"I'm confident this change will result in us accelerating our Win Now actions by allowing our geography GMs to more closely shape our strategy, drive faster decisions and influence investments.",boilerplate,2,2,True,True,substantive,boilerplate,substantive,boilerplate,boilerplate,tie_default_boi,False
410c44eceb71,"Our -- when I look at the daily sales rate for September, it really, I believe, points to some very good changes and alignment and some personnel moves that we've made in the last 12 to 18 months, and I credit Jeff Watts and his team for some really smart moves.",boilerplate,2,2,True,True,substantive,boilerplate,substantive,boilerplate,boilerplate,tie_default_boi,False
fcec1024a5db,"So we're doing what we want to do, but clearly, it is a big amount of excess, and that does mean that everything is on the table as it always is, and that includes potentially inorganic things.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
6d42935896a1,"Future, and we had kids lining up for that shoe.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
e6a7bb29a86c,"So overall, will help the mix on the gross margin side.",substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,substantive,,False
0340bcd5c4ee,"And then finally, I will say this, just because the chip is designed doesn't mean it gets deployed.",substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,True
11a834eae02f,Those are not validated in our view under our model as customers.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
64d59c373a33,We had been servicing our consumers with a direct-to-consumer model.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
87b8c3021405,Now an Onsite might be we're physically inside the customer's facility.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
8d826a7a1aef,"I guess there could be some versions of the world where the numerator is a little less, and then guessing about our central case and comparing our projected capital amount to that number to determine the excess.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
b4d0d586b88b,"And also being in an environment where, as you all know, traditional enterprise networking is kind of also in a bit of a slowdown [ law ].",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
f6becb58c021,"I will say, it picked up, right, after Cyber Monday.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
1fee99eab6c7,"In the short term, I'm disappointed that we are not able to fully meet the demand in our markets.",boilerplate,2,2,True,True,substantive,boilerplate,substantive,boilerplate,boilerplate,tie_default_boi,False
4a3464333a8a,"And based on what we see develop from the client franchise, we will make that assessment, we'll manage our capital to an appropriate buffer, but we're still certainly in a position to continue to return capital to shareholders.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
9caa46df269d,The euro debt aligns our capital structure with our global business.,boilerplate,2,2,True,True,substantive,boilerplate,substantive,boilerplate,boilerplate,tie_default_boi,False
09529bfa34d4,"Then even as they have this sizable savings at retirement, there's not much guidance about how to spend or not -- and how not to overspend these savings.",substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,substantive,,False
66f17f729791,"We are thrilled to partner with T. Rowe which, like Goldman Sachs, has a strong brand with a long track record of success across investing in capital markets and in producing strong investment returns for clients.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
aa4e29800289,"You're finally getting what you wanted, 15 years of your spaghetti chart about the regulatory structure and the unpredictability of capital requirements and regulatory costs.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
c3d9b9d7c2fb,So it's not as if it's a cliff at the end of the consent order.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
1d0768570fde,It continues to be intense and we have both external and internal competition from higher-yielding alternatives and people sort of optimize that and the start of running the business.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
3e6464306b88,"And the yield curve, if you have a recession, the effect of the yield curve will be very different than if you have continued growth.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
43f192a4c531,"I also hope that you would then see that as we deliver on the expense target that we have a path to continuing to deliver on the medium-term expense target, the drivers of which I mentioned earlier.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
749ad45c5b5d,Europe has decided that they are not going to engage in this revolution.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
89e85831afc7,And then it starts with like deposits and deposit mix and deposit pricing and then goes through the rest of where we think the assets sort of net out.,substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,True
957fe2d3e59d,So I'll say the first order of business is hold share and then regain share.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
9dff0328a9d8,"If and when business gets better and pretax is growing more strongly, bonuses sort of reassert themselves.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
b331bcfdf871,"And that's actually intuitive when you think about it as people continue migrating into CDs, but maybe a little nonintuitive if you're kind of trying to do beta-type math with like change in rates and change in rate pay that gets a little bit nonintuitive.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
b9e6a2cee7b8,"As David referenced, we are thoughtfully building out our One Goldman Sachs 3.0 work streams, and our early learnings have reinforced the need to double down on the foundational elements of our infrastructure.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
c0187ec06af4,"Executives - Senior EVP & CFO And when you think about the first quarter in particular, there's always going to be seasonality on the trading side.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
e6b52047d3d2,"There were a few other periods, obviously, the '08, '09 period, much shorter in duration, but pretty steep.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
1ba41f0b3f08,"The sharp decrease sequentially, we're pleased with, as well as the year-over-year decrease.",substantive,2,2,True,True,substantive,boilerplate,substantive,boilerplate,boilerplate,tie_default_boi,True
c051f879e573,"Those assumptions have seeped into our products, whether they're a military product or they're foundry or ontology or AIP.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
4661b7010f59,"In FY '24, we remained focused on reducing our capital intensity, increasing ROIC, and continuing to provide increased stockholder returns all while maintaining a strong balance sheet.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
751da47de00f,"If and when the private equity markets unlock itself and there's a little more distribution, maybe you could see some of that cash going out and re-risking.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
7a2dd44e623d,"Longer term, I just think as we continually improve our product portfolio, both in Foundry and Products, that usually commands a better margin profile and also longer term be a tailwind.",substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,substantive,,False
8942a484a291,"And the third is when you're buying stuff in a rush, you don't buy better than when you buy stuff in a planned fashion.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
92bf81a84bb1,"In Greater China, we highlighted last quarter that we were facing a longer road to a healthier business.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
e1bdbf2d4b36,"So yes, the focus will be on paying down debt.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
28831d896ea7,"The investment we've made to strengthen and grow our global client franchise, including our emphasis on scaling capital-light businesses have materially enhanced the resilience of our firm.",boilerplate,2,2,True,True,substantive,boilerplate,substantive,boilerplate,boilerplate,tie_default_boi,False
81b764ddd75a,"Of those 3 scenarios, personally, I think the second and third have a greater probability, one or the other, than the first.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
c21ffe71dba2,"And yes, it was a different rate environment, but that growth that we delivered over the past couple of years has been a mix of both revenue and underlying business strength.",substantive,2,2,True,True,substantive,boilerplate,substantive,boilerplate,substantive,,False
eb35b4ffdf8f,"And so at the end of the day, I think that we need more discipline among our contract sellers and more discipline in our field personnel and they need to trust the tools because the tools are in great shape.",boilerplate,2,2,True,True,substantive,boilerplate,substantive,boilerplate,boilerplate,tie_default_boi,False
197bad4c3e0b,"Answer Executives - CEO & Chair of the Board Look, first of all, we continue to be on track with the preparation for the IPO, John.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
27413ea3102d,If -- there's nothing in there that I'm going to lose sleep over other than cautioning everybody in August to slow that down because it doesn't do anything for Q3.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
87232b9b7c48,"We do not believe that the one you're referring to has any significant materiality and shouldn't impact, we would say, moderate, certainly not material from an overall performance perspective.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
8c6f03ebf97a,And we're going to continue to bring in top talent to fill remaining gaps that we have notably in North America.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
dfbd9c25a30e,"So to your question of how much is pull forward, we don't think a whole lot of that is.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
ff009981a8f2,I'll also focus on our current expectations for 2025 and 2026.,substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,True
32ffc8876d96,Everything about the G-SIB surcharge and Basel endgame.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
5506a492763e,"Starting last June, we aligned our organization to put the consumer and a sharp focus on sport back at the center of everything we do.",boilerplate,2,2,True,True,substantive,boilerplate,substantive,boilerplate,boilerplate,tie_default_boi,False
9d6be834b02d,BlackRock is always a share winner when assets are in motion and a meaningful outperformer in periods of investors re-risking.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
500a63afd844,And that is -- we call that Spectrum-X Ethernet.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
bf16987ca0a7,"This is tied in part to the rapid growth of many of our e-commerce customers, where we are a critical enabler of global trade, offering unique solutions for our customers.",boilerplate,2,2,True,True,substantive,boilerplate,boilerplate,substantive,boilerplate,tie_default_boi,False
13daa28d9b7e,"BlackRock is simultaneously a leading public markets manager, a scaled private markets platform and a global technology company.",boilerplate,2,2,True,True,substantive,boilerplate,substantive,boilerplate,boilerplate,tie_default_boi,False
0ec49d94d486,But the notion that the 10-year treasury has to go down is a false notion.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
59e97a957100,"As you'd expect, with everything going on, there's legal and accounting exercises that need to take place to get us through this next period, including June 1 date of One FedEx.",substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,True
80144c45ae6f,"In Europe, we further optimized in-station processes.",boilerplate,2,2,True,True,substantive,boilerplate,boilerplate,substantive,boilerplate,tie_default_boi,False
193ce06c5cdd,"Much of the focus on wealth vehicles like BDCs, interval funds and tender funds.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
e5223164ac13,"Kobe's a beloved athlete in China, and it was one of the biggest opportunities we saw to bring Kobe back into the product family, and we're incredibly excited about the energy that's building in China for Kobe.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
10f795b2c0ff,"When we think about -- there's more updates coming on G-SIB, Basel Endgame probably over the coming months.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
305c242b6238,"If you need it faster than that, we can ship it overnight, but that gets expensive.",boilerplate,2,2,True,True,substantive,boilerplate,boilerplate,substantive,boilerplate,tie_default_boi,False
bf945960ae98,Can you just explain why was the bonus reset so much larger in 3Q versus 2Q?,boilerplate,2,2,True,True,substantive,boilerplate,substantive,boilerplate,boilerplate,tie_default_boi,False
91ede65f85de,And you would normally think that rotation out of discretionary into nondiscretionary would be a sign of consumers battening down the hatches and getting ready for a much worse environment.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
26981f72d93c,"We also recognize that the environment around us has become increasingly dynamic, and could experience unplanned volatility due to the disruption in the Middle East, rising oil prices, and other factors that could impact either input costs or consumer behavior.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
c0261be2f096,"But it's also the case, as you know, that there's -- the market's expectation is that QT is going to start slowing down at some point this year.",substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,True
5dd5f66c3f4c,"While we are not providing specific full year guidance for 2024, let me provide some color.",substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,substantive,,False
a3738b4f3034,"We're guessing it's pretty far out in the future, and we'll give you formal guidance and all this stuff next quarter.",substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,substantive,,False
cfbd7f76cc0b,"And is there opportunity set for maybe pulling in some more deposits and reinvesting in securities, given the slightly improved long-end rates here?",substantive,2,2,True,True,substantive,boilerplate,substantive,boilerplate,boilerplate,tie_default_boi,True
0b2a5f1e4a07,"We have taken a long bet over decades around the assumption that if we built the products that our partners -- most importantly, our partners in the West, most importantly, our partners in the U.S. -- ought to build, not what they wanted us to build, not what they mandated we should build, not what investors, venture capitalists or analysts were saying they reward us for building, that, that company would generate so much value that we would get a small percentage of that and we would end up as a massive significant and, much more importantly, impactful company that could power the West to its obvious innate superiority, expose things that weren't working, rebuild the whole infrastructure of a company.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
1a39fae330da,"And on the networking side, do you think UALink or PCIe even has a chance of displacing SUE in 2027 when it's expected to ramp?",substantive,2,2,True,True,substantive,boilerplate,substantive,boilerplate,boilerplate,tie_default_boi,True
d77a56534026,JPMorgan will be fine with or without an SLR change.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
d7dee6c1f7af,"And at this point, to be honest, the pricing environment is fairly unremarkable, which is why we're not giving it as much time and energy in our dialogue.",substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,True
eecd6712acd6,You've said in the past calls that you thought that AI compute would move away from ASICs and go to merchant market.,boilerplate,2,2,True,True,substantive,boilerplate,substantive,boilerplate,boilerplate,tie_default_boi,False
fa389e9521b6,And there is this debate about the extent and how quickly an asset cap removal would kickstart and allow for balance sheet growth.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
edc980246b1a,"And I'm wondering, does that mean at $1.75 billion or does that mean keep pace with the increased Q-on-Q, which was [indiscernible] million?",substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,substantive,,False
97f5300aa896,Just -- is there enough in terms of the walk as you move from 1Q to 2Q for earnings to be up sequentially?,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
afc03a63042f,The question is whether one of the world's largest AI markets will run on American platforms.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
556b9909bffa,"First, our aspirations, to be the top U.S. consumer and small business bank and wealth manager, providing industry-leading deposit, loan, investment and payments products, also to be the top U.S. bank to businesses of all sizes with the goal of being a top 5 U.S. investment bank.",substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,True
cbdb6b1fc97c,It's hard to imagine a scenario coming out of the whole potential range of outcomes on capital that involves an upward revision on ROTCE.,boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
498c983e10f2,We're not giving out the guidance by business unit.,substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,substantive,,False
a578996e81d0,We very much look forward to welcoming Vis Raghavan to Citi to lead our Banking franchise in early June.,boilerplate,2,2,True,True,boilerplate,substantive,boilerplate,substantive,boilerplate,tie_default_boi,False
4401add0a7b5,"Our outlook assumes the S&P 500 will be up modestly from current levels, but clearly, the ultimate performance of the markets is uncertain.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
e3fb6407708a,"Question Analysts - MD & Head of the North American Asset Managers, Brokers & Exchanges Team My question is on the breadth of the 10% base fee organic growth in the quarter.",substantive,2,2,True,True,substantive,boilerplate,substantive,boilerplate,substantive,,False
ef0afc471d1f,"So again, is that flat for the fourth quarter on EPS through the February quarter?",substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,substantive,,False
1c573467115a,"On the Data Center GPU side, I realize everyone wants new customer announcements and 2025 guidance, but we're not going to get that, certainly not today.",substantive,2,2,True,True,substantive,substantive,boilerplate,boilerplate,substantive,,False
f56ec2d314cf,"And given that this is our last earnings call before the spin-off, we've invited Freight's CEO, John Smith; and CFO, Marshall Witt, to join us today to participate in the Q&A.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
c44bace6789a,"Eddie brings deep expertise from his nearly 30-year career at FedEx, most recently as Corporate Vice President for Corporate Governance securities and tax law.",boilerplate,2,2,True,True,substantive,substantive,boilerplate,boilerplate,boilerplate,tie_default_boi,False
cd3db5972cbf,"As MI300 revenue ramps, how do you see the customer concentration, let's say, a year or 2 from now?",substantive,2,2,True,True,substantive,boilerplate,substantive,boilerplate,substantive,,False
25249a666b2b,"The first one is for inferencing, you need a whole lot less software compatibility, right?",substantive,3,1,False,True,substantive,substantive,substantive,boilerplate,substantive,,False
