sentence_id,transcript,sentence,gold_label,vote_sub,vote_boi,is_tie,vote_margin,mean_conf,std_conf,provider_split,gpt_mini_balanced__label,haiku_pattern__label,sonnet_skeptic__label,gpt_mini_balanced__confidence,haiku_pattern__confidence,sonnet_skeptic__confidence,oof_proba,oof_pred,priority
f6cdd83e99e9,INTC_Q4-2025,"And then, of course, they want to know the capacity, the pricing, those are all in the discussion right now.",substantive,0,3,False,3,0.7566666666666665,0.08144527815247078,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.72,0.032405465841293335,0,0.027594534158706663
1bc800e91014,PLTR_Q4-2025,They're committing to it at scale with Palantir as the driving force.,substantive,3,0,False,3,0.6733333333333333,0.06429100507328636,False,substantive,substantive,substantive,0.7,0.72,0.6,0.03690281882882118,0,0.023097181171178816
a759b9f34b80,AMD_Q2-2025,"We really don't have that on the shelf, a finished good we can ship immediately.",substantive,2,1,False,1,0.7000000000000001,0.04999999999999999,True,boilerplate,substantive,substantive,0.7,0.75,0.65,0.04571916535496712,0,0.01428083464503288
720e1e947d2b,AVGO_Q1-2024,I do not go into production as a rail customer at this point.,substantive,2,1,False,1,0.7566666666666665,0.08144527815247078,True,boilerplate,substantive,substantive,0.7,0.85,0.72,0.05135828256607056,0,0.008641717433929441
c17151c09c50,INTC_Q3-2025,We are on track to bring Panther Lake to market this year.,substantive,3,0,False,3,0.8166666666666668,0.05773502691896257,False,substantive,substantive,substantive,0.75,0.85,0.85,0.05176426097750664,0,0.00823573902249336
732bd7ca3c77,PLTR_Q1-2024,"You see the same thing in the government, Shyam and others will talk about it, but our mission footprint, whether it's in Ukraine, Israel or in the United States government is stunning.",substantive,2,1,False,1,0.68,0.06928203230275509,True,boilerplate,substantive,substantive,0.6,0.72,0.72,0.05218352749943733,0,0.007816472500562666
58f9895c3cc6,BLK_Q1-2025,The market downturn impacts millions of ordinary people's retirement savings.,substantive,0,3,False,3,0.7799999999999999,0.163707055437449,False,boilerplate,boilerplate,boilerplate,0.6,0.92,0.82,0.05225642770528793,0,0.007743572294712064
59063ea2a07b,C_Q1-2024,"As I've said, though, there are a few areas where we are intensifying our processes and data remediation, particularly related to regulatory reporting.",substantive,3,0,False,3,0.6733333333333333,0.06429100507328636,False,substantive,substantive,substantive,0.7,0.72,0.6,0.05253370478749275,0,0.007466295212507246
19718b0d03e8,C_Q4-2024,"But I think the important takeaway should be that we're going to see continued momentum across the franchise, driven by loan growth in the branded card side of the business and continued deposit momentum, particularly operating deposits and services.",substantive,3,0,False,3,0.8066666666666666,0.07505553499465135,False,substantive,substantive,substantive,0.85,0.85,0.72,0.05364058539271355,0,0.006359414607286451
2fd1117f14d9,BLK_Q4-2023,They have capital solutions business that we don't have.,substantive,3,0,False,3,0.7000000000000001,0.04999999999999999,False,substantive,substantive,substantive,0.7,0.75,0.65,0.054276060312986374,0,0.005723939687013624
2d6217ec018c,NKE_Q1-2025,"I'd start by saying that as we look at the performance of our business over the last couple of seasons, retail sales have underperformed plan.",substantive,3,0,False,3,0.8466666666666667,0.06429100507328638,False,substantive,substantive,substantive,0.8,0.92,0.82,0.05458436533808708,0,0.005415634661912916
0b702b912913,FAST_Q3-2024,But the primary challenge remains sluggish end markets.,substantive,2,1,False,1,0.7000000000000001,0.1322875655532295,True,boilerplate,substantive,substantive,0.6,0.85,0.65,0.057535942643880844,0,0.0024640573561191537
120650419731,NVDA_Q1-2026,"Leading platform companies, including Accenture, Cadence, Deloitte, and Microsoft are transforming work with our reasoning models.",substantive,3,0,False,3,0.7899999999999999,0.07937253933193772,False,substantive,substantive,substantive,0.7,0.85,0.82,0.05976308137178421,0,0.00023691862821578757
