sentence_id,sentence,gold_label,override_label,changed
24416944651b,My visits to the geos the past few weeks only reinforced my conviction that we need to get back to empowering our teams in key countries and key cities.,boilerplate,boilerplate,False
25249a666b2b,"The first one is for inferencing, you need a whole lot less software compatibility, right?",substantive,substantive,False
261bd4530146,Is the purchasing structure of a European country actually allowed to bear the load of buying the best product?,boilerplate,boilerplate,False
26981f72d93c,"We also recognize that the environment around us has become increasingly dynamic, and could experience unplanned volatility due to the disruption in the Middle East, rising oil prices, and other factors that could impact either input costs or consumer behavior.",boilerplate,boilerplate,False
27413ea3102d,If -- there's nothing in there that I'm going to lose sleep over other than cautioning everybody in August to slow that down because it doesn't do anything for Q3.,boilerplate,boilerplate,False
28831d896ea7,"The investment we've made to strengthen and grow our global client franchise, including our emphasis on scaling capital-light businesses have materially enhanced the resilience of our firm.",boilerplate,boilerplate,False
28ce420d6f09,"Obviously, we have a variety of both capital and liquidity ratios that we manage to over time.",boilerplate,boilerplate,False
29adc88da363,"And we started doing that probably 5, 6 years later, and we've been doing that for many years In 2020 and 2021 because of COVID, we had to shut down the event.",substantive,substantive,False
2a9442708674,We anticipate some improvement in the pricing environment skewed toward the second half of the fiscal year.,substantive,substantive,False
2bb1516f3fba,"This is about sort of TCO for sort of the customer environment and sort of our performance and our performance per watt, our leadership.",boilerplate,boilerplate,False
2c25277fdb30,"Hock, good to see the positive growth inflection quarter-over-quarter, year-over-year growth rates in your AI business.",boilerplate,substantive,True
2f0196f99c5b,"On supply constraints, is it a multitude of componentry that's causing this or is it specifically CoWoS, HBM?",substantive,substantive,False
305c242b6238,"If you need it faster than that, we can ship it overnight, but that gets expensive.",boilerplate,boilerplate,False
30e7d0eeb03f,As we move the Intel 43 capacity into Ireland.,substantive,substantive,False
3153064e7f96,And I would just throw out -- we've made several leadership changes during the quarter.,substantive,substantive,False
319a5864c2ca,"And as we go into the second half of the year, we're engaging deeply with our customers today, our OEM partners, and we just see strength across the board, right?",boilerplate,boilerplate,False
32793448d86e,"And then just separately, if we look at the delinquencies for the home lending, the increase both 2Q and year-over-year, is that just some of the noise from the First Republic deal as you take the marks upfront and then those portfolios essentially re-season from an accounting point of view?",substantive,substantive,False
32ffc8876d96,Everything about the G-SIB surcharge and Basel endgame.,boilerplate,boilerplate,False
33696859215a,The AIPC category is transforming every aspect of the compute experience and Intel is at the forefront of this category creating moment.,boilerplate,boilerplate,False
33a8f63683a4,Some of it would be digital artist intelligence like Runway.,boilerplate,boilerplate,False
347b34046cec,More and more customers are expanding their work with us due to AIP and the incredible traction our software has within their organizations.,substantive,substantive,False
34a8e4dd45cb,"To get the AI to actually work in an enterprise, you have to re-segment, re-concatenate the large language models in a way where the use case is thin enough that they can actually provide exact enough information.",substantive,substantive,False
356c003c8feb,So I think there's an opportunity for us to continue to gain share as we go through 2024.,boilerplate,boilerplate,False
35cf82e6bd1c,That our ecosystem partners the world-leading IT companies used to help companies customize AI models and build bespoke AI applications.,substantive,substantive,False
36e9e5d0f757,"Some of the merchant guys obviously are also in the hyperscaler today, but there's a process, obviously, of a transition going on.",substantive,substantive,False
3778a51456f4,Executives - Chairman & CEO It's one example of like really bad accounting.,boilerplate,boilerplate,False
38924f6ab7b1,"As that stack grows to include 6G and quantum, U.S. global infrastructure leadership is at stake.",substantive,substantive,False
39117a2f641b,"And given that it's a monobrand market, as Elliott mentioned, it's going to take us time to execute the Win Now in China.",boilerplate,boilerplate,False
393904b19a28,Liquid cooling is going to save data centers a lot of money in provisioning power and not to mention to be more energy efficient.,substantive,substantive,False
399a2b1bd730,The Indian market remains largely untapped and is today a country of savers rather investors.,substantive,substantive,False
3a4614a3fc6f,"Gotham's new suite of integrated capabilities, platform-run Foundry, met their moment.",boilerplate,boilerplate,False
3b32e9187f8b,"We continue to maintain solid liquidity, but despite meaningful capital spending offsets.",boilerplate,boilerplate,False
3b8575fce726,"Scaling out is easier to do, but scaling up is hard to do.",boilerplate,boilerplate,False
3c3838ae8f0d,"So I mean it's a big focus for us next year and we definitely see that to be becoming an increasing number as we move forward, especially in the latter half of '26.",boilerplate,boilerplate,False
3c4dafa5a0ab,"We invest first either to scale strategic growth initiatives or drive operational efficiency, and then return excess cash to our shareholders through a combination of dividends and share repurchases.",substantive,substantive,False
3d7ef2dbb11f,"And given our leadership position in China, we are seeing that as a short-term tailwind.",substantive,substantive,False
3d8198fb5cc6,"Beginning with Innovative Medicine, where our results demonstrate the depth of our expertise in Oncology, Immunology and Neuroscience.",substantive,substantive,False
3e6464306b88,"And the yield curve, if you have a recession, the effect of the yield curve will be very different than if you have continued growth.",boilerplate,boilerplate,False
3f2d11ac9008,Generative AI frontier model makers are racing to scale to the next AI plateau to increase model safety and IQ.,boilerplate,boilerplate,False
3f7c8a013abf,"So how are you going to get the customers off of the older products where they haven't shown any desire to get off of them so far, even given the constraints that they've been under?",boilerplate,boilerplate,False
3ff760e939cf,But what you saw was an incredible leaning down of our operating expenses.,boilerplate,boilerplate,False
4101505d69f7,"And we're trying to turn around our business across 3 brands, multiple sports in 4 geographies.",substantive,substantive,False
410c44eceb71,"Our -- when I look at the daily sales rate for September, it really, I believe, points to some very good changes and alignment and some personnel moves that we've made in the last 12 to 18 months, and I credit Jeff Watts and his team for some really smart moves.",boilerplate,boilerplate,False
42493d80edc4,"And as Dave said, Lunar Lake and Panther Lake only make our market position stronger.",boilerplate,boilerplate,False
4266cc806c98,"We have a long history of good integration, whether it's the integration of BGI, [ Malin ], Aperio, eFront.",substantive,substantive,False
427f49056212,"I guess maybe building on the latter point that you just made, I'm curious of how you would characterize your supply chain having evolved now talking about $5-plus billion.",substantive,substantive,False
43f192a4c531,"I also hope that you would then see that as we deliver on the expense target that we have a path to continuing to deliver on the medium-term expense target, the drivers of which I mentioned earlier.",boilerplate,boilerplate,False
4401add0a7b5,"Our outlook assumes the S&P 500 will be up modestly from current levels, but clearly, the ultimate performance of the markets is uncertain.",boilerplate,boilerplate,False
455eb9019e8d,"I guess, I'm trying to understand if growth will accelerate next year on an adjusted operational basis, excluding the extra week?",boilerplate,boilerplate,False
459cb8f33fe5,"So to that point, we do disclose that, and so we would encourage everyone to look at that disclosure and as you project forward to think about that number as opposed to just the pieces because it will -- the mix will change depending on the rate environment.",boilerplate,substantive,True
45f096d449ba,"So yes, the answer is from a domestic priority perspective, that is where you will see the majority of the health care.",substantive,substantive,False
4661b7010f59,"In FY '24, we remained focused on reducing our capital intensity, increasing ROIC, and continuing to provide increased stockholder returns all while maintaining a strong balance sheet.",boilerplate,boilerplate,False
469d2d450444,"Question Analysts - Senior MD & Semiconductor Research Analyst I'm curious, how are you thinking about the move to disaggregate prefill and decode from the GPU ecosystem and the impact to custom silicon demand?",substantive,substantive,False
48f95b44e7e4,Can you talk about how material it was and what drove real estate gains during the quarter?,boilerplate,boilerplate,False
498c983e10f2,We're not giving out the guidance by business unit.,boilerplate,substantive,True
4a3464333a8a,"And based on what we see develop from the client franchise, we will make that assessment, we'll manage our capital to an appropriate buffer, but we're still certainly in a position to continue to return capital to shareholders.",boilerplate,boilerplate,False
4ab19cedb661,I talked about the momentum that is building in Running.,boilerplate,boilerplate,False
4d5b04cafa7a,"As such, a one-size-fits-all approach will not work, and I can see clear opportunities to leverage our core assets in new ways to drive the most compelling total cost of ownership across the continuum.",boilerplate,boilerplate,False
500a63afd844,And that is -- we call that Spectrum-X Ethernet.,boilerplate,boilerplate,False
50ed2b29bd0a,"Well, it means that -- first of all, that the way in which we view value is obviously no longer relevant, that the bottom of the stack somehow is where the value is lessened, and the top of the stack where we impregnate the world with AI with ontology and FDE and tribal knowledge, which is represented at this table, is actually where the value is created.",substantive,substantive,False
5167ef7609d7,Question Analysts - MD and Head of Semiconductors & Semiconductor Equipment I wanted to ask about how you're converting backlog into revenue.,boilerplate,substantive,True
51ac3d013940,"Our demand profile is broad, diverse and expanding beyond just chatbots.",boilerplate,boilerplate,False
53da9e52bfae,And I do think that the fact that the revenue performance in this quarter is good shouldn't make us lose focus on the importance of the larger fixes around financial resource deployment by regulated banks to supporting the capital markets ecosystem.,boilerplate,substantive,True
54001e3ce7df,We actually don't disclose the [ MFA ] sales at this point in time.,substantive,substantive,False
5411e4115163,"Executives - Chairman & CEO I understand the debt markets, rates came down, spreads are quite low and markets are wide open.",substantive,substantive,False
5506a492763e,"Starting last June, we aligned our organization to put the consumer and a sharp focus on sport back at the center of everything we do.",boilerplate,boilerplate,False
556b9909bffa,"First, our aspirations, to be the top U.S. consumer and small business bank and wealth manager, providing industry-leading deposit, loan, investment and payments products, also to be the top U.S. bank to businesses of all sizes with the goal of being a top 5 U.S. investment bank.",boilerplate,substantive,True
55e3315388f7,And so we tempered the closures really to -- because we felt that talent could slide over into the other -- into branches that are growing but also into this new Onsite growth element because we had the talent to move.,substantive,substantive,False
563059c9c670,Our product visibility goes well beyond 4 quarters.,boilerplate,boilerplate,False
5647b40e8a43,But you need to look at the efficiency ratio on a full year basis.,boilerplate,boilerplate,False
571f91023eec,By putting the power of an AI supercomputer in a desktop form factor.,boilerplate,boilerplate,False
58f9895c3cc6,The market downturn impacts millions of ordinary people's retirement savings.,boilerplate,substantive,True
59e97a957100,"As you'd expect, with everything going on, there's legal and accounting exercises that need to take place to get us through this next period, including June 1 date of One FedEx.",boilerplate,substantive,True
5bb889378dea,We have a couple of announcements of partnerships with other organizations in LatAm that we're working on.,boilerplate,boilerplate,False
5bdcc95d0bf0,"However, it did ease from where it was in the first quarter of 2024.",substantive,substantive,False
5c4d73d60eac,"We will continue to consider current market conditions, including interest rate movements, risk-weighted asset levels, stress test results as well as any potential economic uncertainty with respect to the amount and timing of share repurchases over the coming quarters.",substantive,substantive,False
5c9648ac032a,"We've actually deployed a lot of capital, some of those almost have been paid off, some of it's done.",substantive,substantive,False
5cd1d5e41cf5,"The one thing that I can emphasize that as we look at the difference between the Q1 and Q2 through Q4, the domestic momentum.",substantive,substantive,False
5d4e473b0f17,"And so the more compute that they can stand online, bring online, the faster their revenues will grow.",boilerplate,substantive,True
5d53f1a0db4f,"The last thing I'd flag is these strategies are contributing, I think, to fee yield improvement.",boilerplate,boilerplate,False
5dd5f66c3f4c,"While we are not providing specific full year guidance for 2024, let me provide some color.",boilerplate,substantive,True
5f9441da9db1,"Second thing on this slide, for me, Q3 was a quarter of profitable growth.",substantive,substantive,False
62a966c88874,"So those are trends we see today and a lot of it coming out of AI, a lot of it coming out of sensitive rules on sovereignty in cloud and data.",substantive,substantive,False
630b3e3a20e2,"Figure out what you need, surgically buy product based on cost components, but don't do a broad brush on this.",boilerplate,boilerplate,False
6318a962a694,"Therefore, a new approach is necessary for them to keep driving the cost down.",boilerplate,boilerplate,False
64368cc73849,"AIP is the AI-powered operating system for the enterprise, not a Q&A bot, not an agent framework, not a way to dabble, but a way to deliver.",substantive,substantive,False
6453fa355185,Or how do you think about the rest of the year on the buybacks.,boilerplate,substantive,True
64b228d06615,"The computing demand is just a lot higher, and so if we continue to believe there's value in it, and we'll talk about that in a second, then the world will invest to produce that token.",boilerplate,boilerplate,False
64d59c373a33,We had been servicing our consumers with a direct-to-consumer model.,boilerplate,boilerplate,False
65321d37b210,"As LLMs continue to improve, it only further accelerates the value realization and therefore, the value of our products.",boilerplate,boilerplate,False
657033f058e0,"Analysts - MD & Head of United States Bank Research Within your deposit growth expectations, within retail specifically, could you speak to geographies or products you're pushing the hardest and maybe where there's the biggest opportunity for growth over the coming years?",boilerplate,substantive,True
669272ddca78,And we don't see any meaningful changes across different affluence levels.,substantive,substantive,False
66f17f729791,"We are thrilled to partner with T. Rowe which, like Goldman Sachs, has a strong brand with a long track record of success across investing in capital markets and in producing strong investment returns for clients.",boilerplate,boilerplate,False
67d835b18717,"Networking is hot, but that doesn't mean XPU is any soften.",boilerplate,boilerplate,False
68714b825511,We've definitely been well below that in recent years.,boilerplate,boilerplate,False
68efdf256c65,All of these new concepts will come to the consumer in the back half of the year.,substantive,substantive,False
6936a84fe8f0,"I think the key point being, clearly, there's a desire to get on the latest and greatest GPUs when you're building new data center infrastructure.",boilerplate,boilerplate,False
6a344db73ee5,"And then just looking at your private markets flows, those sort of stepped up nicely sequentially as they did earlier in the year when you acquired GIP.",substantive,substantive,False
6af2b14e9712,"And what that is, is in Argentina, we have capital there.",substantive,substantive,False
6b9b5ca8c8f5,"And so when I think about the longer term, our goal is to return to sustainable organic revenue growth and to see the recovery of these transitory impacts that we've been talking about as we've been repositioning the business.",boilerplate,substantive,True
6beb2bbf6147,"But see, we do not focus very much on enterprise AI market, as you know well.",substantive,substantive,False
6d42935896a1,"Future, and we had kids lining up for that shoe.",boilerplate,boilerplate,False
6e581cf4a33a,"This administration is saying things and, from what we're seeing, transitioning to action quite quickly.",boilerplate,boilerplate,False
6e6af0de5f7d,"After a break in progress, inflation now appears back on a downward trajectory.",substantive,boilerplate,True
70bb48da5ab7,"The only difference between now and then is we know what we know now, and that is it's going to be a little bit lower than we thought, which frankly, is a good thing because it tells me we've probably put in more substitutions in place.",substantive,substantive,False
7133088c0728,"I'll now discuss our full year 2024 guidance, which excludes the recently announced acquisition of Shockwave.",substantive,substantive,False
716762eb2123,"It comes from organizational design, global footprinting using some of our innovation hubs around the world.",boilerplate,boilerplate,False
720e1e947d2b,I do not go into production as a rail customer at this point.,substantive,substantive,False
722296907601,"And they are the guys who would invest, who need to invest a lot initially, in my view, on training, training of ever larger and larger clusters of ever more capable accelerators.",boilerplate,boilerplate,False
732770e8592b,I will now comment on business sales performance in the quarter with a focus on the 6 areas Joaquin discussed that will drive significant growth for the enterprise.,boilerplate,boilerplate,False
732bd7ca3c77,"You see the same thing in the government, Shyam and others will talk about it, but our mission footprint, whether it's in Ukraine, Israel or in the United States government is stunning.",substantive,substantive,False
73e1d2956d40,Could it be a lot more than that in terms of your exit rate of MI for this year?,boilerplate,boilerplate,False
749ad45c5b5d,Europe has decided that they are not going to engage in this revolution.,boilerplate,boilerplate,False
751da47de00f,"If and when the private equity markets unlock itself and there's a little more distribution, maybe you could see some of that cash going out and re-risking.",boilerplate,boilerplate,False
7537a44f3d83,There was also some changes that we talked about on some pay programs we were making.,boilerplate,boilerplate,False
76202389d69f,"They want their portfolios to be more holistically blending public and private markets, active in an index.",boilerplate,boilerplate,False
765860ccced0,I totally agree with Jamie that there is no systematic risk come as long as we assume the every type of capital expenditures continue with good yield outlook.,boilerplate,boilerplate,False
76dcf08746d3,"And I'm assuming that as you come to the end of hiring all the new salespeople, there's going to be a ramp time until they start producing some fruits for their labor.",boilerplate,boilerplate,False
7826f5bf5a20,And it should very much not be a sort of goal-seeking exercise for some arbitrary number at the level of the system or for large banks or for small banks and certainly not for any given firm.,boilerplate,boilerplate,False
7a2dd44e623d,"Longer term, I just think as we continually improve our product portfolio, both in Foundry and Products, that usually commands a better margin profile and also longer term be a tailwind.",boilerplate,substantive,True
7e199a6ff287,"It's not -- what we're offering, obviously, is not something that they would like to use themselves, to be able to do themselves, which is they're already spending on building their own on-prem data centers.",boilerplate,boilerplate,False
7ff45758d37d,"I was wondering if you could give some additional color around the strength you saw within the networking business, particularly around the adoption of your Ethernet solutions at CSPs as well as any change you're seeing in network attach rates.",boilerplate,boilerplate,False
80144c45ae6f,"In Europe, we further optimized in-station processes.",boilerplate,boilerplate,False
81b764ddd75a,"Of those 3 scenarios, personally, I think the second and third have a greater probability, one or the other, than the first.",boilerplate,boilerplate,False
81d6ab9165c5,"And so -- but there is no silver bullet that will cause something where you have a tariff that was declared on Wednesday or Thursday -- Wednesday, I guess it was, that's 145%.",substantive,substantive,False
820eee423d81,"And as we are saying, as we move into the end of this second half of this fiscal year, which we talk about is spring '25 and summer '25 of the seasons, the amount and breadth and depth of the innovation is just accelerating significantly.",boilerplate,boilerplate,False
825b9d970a1b,"Executives - Co-Founder, CEO & Director Well, and Shyam's leading this charge, but the reason it, I think, is likely to work is because not just America but every allied nation is -- has the problem that they cannot get their military production to work.",substantive,substantive,False
82c75b4c8e3b,The subsegments that we report into are not changing.,substantive,substantive,False
82f557591bbd,We think this opportunity to index the private markets is really one of the most attractive that we've had in the history of BlackRock.,boilerplate,boilerplate,False
848018e46691,Executives - Chairman & CEO I just would also say it may not be deposits.,boilerplate,substantive,True
849bd54ec20c,"And in spite of all the hubris noise out there on what's available, they think very long term on how they deploy the XPUs they develop with us, how they deploy in achieving better and better LLMs that they want to create.",substantive,substantive,False
84c018fb75ae,"So first and foremost, we're looking to deploy the capital into organic or inorganic growth.",boilerplate,boilerplate,False
860b49c66047,"Alongside our investments in enterprise, our ecosystem reach also positions us well in AI PC consumer markets.",boilerplate,boilerplate,False
87232b9b7c48,"We do not believe that the one you're referring to has any significant materiality and shouldn't impact, we would say, moderate, certainly not material from an overall performance perspective.",boilerplate,boilerplate,False
87b8c3021405,Now an Onsite might be we're physically inside the customer's facility.,boilerplate,boilerplate,False
8912dddef533,We're resetting the marketplace for Converse under new leadership.,substantive,substantive,False
8942a484a291,"And the third is when you're buying stuff in a rush, you don't buy better than when you buy stuff in a planned fashion.",boilerplate,boilerplate,False
89e85831afc7,And then it starts with like deposits and deposit mix and deposit pricing and then goes through the rest of where we think the assets sort of net out.,boilerplate,substantive,True
8b3c470d12a9,"Same risk be regulated in the same way, and it doesn't become the case that you just create a giant arbitrage back door or the provision on the payment of interest for stable funds.",boilerplate,boilerplate,False
8c6f03ebf97a,And we're going to continue to bring in top talent to fill remaining gaps that we have notably in North America.,boilerplate,boilerplate,False
8d826a7a1aef,"I guess there could be some versions of the world where the numerator is a little less, and then guessing about our central case and comparing our projected capital amount to that number to determine the excess.",boilerplate,boilerplate,False
8fa0605e9da3,We also see opportunities to allocate more balance sheet to our markets business to drive increased profitability.,substantive,substantive,False
918cc3754787,"One thing it was great to see for the right product drops like the Nike Black Label Collection, the Kobe Protros, Jordan Red 1s and Jordan 4 Cement, the passion of sneaker culture is alive.",substantive,substantive,False
91c28822f7ce,We've also been cutting some of the unproductive spend.,boilerplate,boilerplate,False
91d48a664b5c,"And I do -- going back to where I started, I do think this improves our competitive position relative to others that are outside of the regulatory landscape.",boilerplate,boilerplate,False
91ede65f85de,And you would normally think that rotation out of discretionary into nondiscretionary would be a sign of consumers battening down the hatches and getting ready for a much worse environment.,boilerplate,boilerplate,False
92bf81a84bb1,"In Greater China, we highlighted last quarter that we were facing a longer road to a healthier business.",boilerplate,boilerplate,False
932809fbc259,"Executives - Former Executive VP & CFO If you look -- if the question is about green shoots, I don't have a lot of green shoots for you on the macro side.",substantive,substantive,False
94be0e928a3e,We need to build out operational risk and compliance in the company.,boilerplate,boilerplate,False
94e5f6e77c5d,"But I'm talking about scaling up in a rack, in a cluster domain.",boilerplate,boilerplate,False
957fe2d3e59d,So I'll say the first order of business is hold share and then regain share.,boilerplate,boilerplate,False
96f2341548f6,"It also provides our customers with ongoing insight regarding product consumption, insight we're uniquely able to provide in a wide range of locations.",boilerplate,boilerplate,False
974088e231cf,"In sharp contrast, we see our opportunity over the next 3 years in AI as massive.",boilerplate,boilerplate,False
97d4caaaddda,"In a lot of our businesses, everything gets expensed upfront.",boilerplate,boilerplate,False
97f5300aa896,Just -- is there enough in terms of the walk as you move from 1Q to 2Q for earnings to be up sequentially?,boilerplate,boilerplate,False
991fb5121fc1,"Just to make it easier, as Dan indicated, for the branches to get product faster, helps customer service, helps us grow.",boilerplate,boilerplate,False
9986e5438f1b,Are you going to continue to sell racks?,boilerplate,boilerplate,False
9ba9eefac801,"We also recognize that being the AI compute engine of choice in merchants in the ecosystem, which is GPUs, that they are trying to create a platform that is probably end to end very integrated.",boilerplate,boilerplate,False
9c4d37335971,"So on your first question, the actions that we're taking on NIKE Direct and Digital are more aggressive.",substantive,substantive,False
9caa46df269d,The euro debt aligns our capital structure with our global business.,boilerplate,boilerplate,False
9ce65e0a08ed,"By connecting our architectures through NVIDIA NVLink, we combine Intel's CPU and x86 leadership with NVIDIA unmatched AI and accelerated computing strengths, unlocking innovative solutions that will deliver better customer experience and provide a beachhead for Intel in the leading AI platform of tomorrow.",substantive,substantive,False
9d2c93b59ee2,"One thing we've talked about a number of years ago was building our infrastructure to support signing 100 devices a day, and that was a long way away from what we were doing at the time, but that was kind of the number we had in our head.",substantive,substantive,False
