sentence_id,transcript,sentence,gold_label,vote_count,direction,sonnet_balanced__label,sonnet_skeptic__label,haiku_pattern__label,gpt_mini_balanced__label,sonnet_balanced__confidence,sonnet_skeptic__confidence,haiku_pattern__confidence,gpt_mini_balanced__confidence
2a9442708674,FDX_Q1-2025,We anticipate some improvement in the pricing environment skewed toward the second half of the fiscal year.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.82,0.82,0.85,0.6
2bb1516f3fba,AMD_Q1-2024,"This is about sort of TCO for sort of the customer environment and sort of our performance and our performance per watt, our leadership.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.75,0.85,0.6
2c25277fdb30,AVGO_Q2-2025,"Hock, good to see the positive growth inflection quarter-over-quarter, year-over-year growth rates in your AI business.",boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,boilerplate,substantive,0.85,0.92,0.92,0.75
2f0196f99c5b,NVDA_Q3-2025,"On supply constraints, is it a multitude of componentry that's causing this or is it specifically CoWoS, HBM?",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.75,0.75,0.92,0.7
305c242b6238,FAST_Q4-2024,"If you need it faster than that, we can ship it overnight, but that gets expensive.",boilerplate,2,boilerplate_2v1,substantive,boilerplate,boilerplate,substantive,0.52,0.85,0.85,0.7
30e7d0eeb03f,INTC_Q2-2024,As we move the Intel 43 capacity into Ireland.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.62,0.7,0.85,0.6
3153064e7f96,FAST_Q2-2025,And I would just throw out -- we've made several leadership changes during the quarter.,substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.55,0.55,0.85,0.7
319a5864c2ca,INTC_Q1-2024,"And as we go into the second half of the year, we're engaging deeply with our customers today, our OEM partners, and we just see strength across the board, right?",boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,boilerplate,substantive,0.72,0.85,0.85,0.6
32793448d86e,JPM_Q1-2025,"And then just separately, if we look at the delinquencies for the home lending, the increase both 2Q and year-over-year, is that just some of the noise from the First Republic deal as you take the marks upfront and then those portfolios essentially re-season from an accounting point of view?",substantive,3,substantive_2v1,substantive,boilerplate,substantive,substantive,0.82,0.62,0.85,0.85
32ffc8876d96,GS_Q3-2025,Everything about the G-SIB surcharge and Basel endgame.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.7,0.92,0.6
33696859215a,INTC_Q2-2024,The AIPC category is transforming every aspect of the compute experience and Intel is at the forefront of this category creating moment.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.85,0.85,0.6
33a8f63683a4,NVDA_Q3-2025,Some of it would be digital artist intelligence like Runway.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.6,0.85,0.6
347b34046cec,PLTR_Q1-2024,More and more customers are expanding their work with us due to AIP and the incredible traction our software has within their organizations.,substantive,3,substantive_2v1,substantive,boilerplate,substantive,substantive,0.6,0.75,0.72,0.7
34a8e4dd45cb,PLTR_Q4-2024,"To get the AI to actually work in an enterprise, you have to re-segment, re-concatenate the large language models in a way where the use case is thin enough that they can actually provide exact enough information.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.65,0.72,0.6
356c003c8feb,AMD_Q4-2023,So I think there's an opportunity for us to continue to gain share as we go through 2024.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.82,0.92,0.6
35cf82e6bd1c,NVDA_Q2-2025,That our ecosystem partners the world-leading IT companies used to help companies customize AI models and build bespoke AI applications.,substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.6,0.55,0.85,0.7
36e9e5d0f757,AVGO_Q3-2024,"Some of the merchant guys obviously are also in the hyperscaler today, but there's a process, obviously, of a transition going on.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.55,0.55,0.72,0.6
3778a51456f4,JPM_Q3-2025,Executives - Chairman & CEO It's one example of like really bad accounting.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.72,0.85,0.7
38924f6ab7b1,NVDA_Q1-2026,"As that stack grows to include 6G and quantum, U.S. global infrastructure leadership is at stake.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.65,0.72,0.85,0.7
39117a2f641b,NKE_Q3-2025,"And given that it's a monobrand market, as Elliott mentioned, it's going to take us time to execute the Win Now in China.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.6,0.72,0.6
393904b19a28,NVDA_Q1-2025,Liquid cooling is going to save data centers a lot of money in provisioning power and not to mention to be more energy efficient.,substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.62,0.6,0.85,0.7
399a2b1bd730,BLK_Q3-2025,The Indian market remains largely untapped and is today a country of savers rather investors.,substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.62,0.6,0.75,0.6
3a4614a3fc6f,PLTR_Q4-2025,"Gotham's new suite of integrated capabilities, platform-run Foundry, met their moment.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.6,0.85,0.6
3b32e9187f8b,INTC_Q2-2025,"We continue to maintain solid liquidity, but despite meaningful capital spending offsets.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.65,0.72,0.6
3b8575fce726,NVDA_Q1-2026,"Scaling out is easier to do, but scaling up is hard to do.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.48,0.82,0.92,0.7
3c3838ae8f0d,FAST_2026_01_20,"So I mean it's a big focus for us next year and we definitely see that to be becoming an increasing number as we move forward, especially in the latter half of '26.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.6,0.85,0.6
3c4dafa5a0ab,BLK_Q4-2023,"We invest first either to scale strategic growth initiatives or drive operational efficiency, and then return excess cash to our shareholders through a combination of dividends and share repurchases.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.62,0.6,0.75,0.7
3d7ef2dbb11f,JNJ_Q2-2024,"And given our leadership position in China, we are seeing that as a short-term tailwind.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.72,0.72,0.6
3d8198fb5cc6,JNJ_Q2-2025,"Beginning with Innovative Medicine, where our results demonstrate the depth of our expertise in Oncology, Immunology and Neuroscience.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.6,0.6,0.85,0.7
3e6464306b88,JPM_Q3-2024,"And the yield curve, if you have a recession, the effect of the yield curve will be very different than if you have continued growth.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.7
3f2d11ac9008,NVDA_Q2-2025,Generative AI frontier model makers are racing to scale to the next AI plateau to increase model safety and IQ.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.75,0.85,0.6
3f7c8a013abf,INTC_Q3-2025,"So how are you going to get the customers off of the older products where they haven't shown any desire to get off of them so far, even given the constraints that they've been under?",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.72,0.92,0.9
3ff760e939cf,FAST_Q2-2025,But what you saw was an incredible leaning down of our operating expenses.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.55,0.72,0.85,0.6
4101505d69f7,NKE_Q2-2026,"And we're trying to turn around our business across 3 brands, multiple sports in 4 geographies.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.65,0.65,0.85,0.7
410c44eceb71,FAST_Q3-2024,"Our -- when I look at the daily sales rate for September, it really, I believe, points to some very good changes and alignment and some personnel moves that we've made in the last 12 to 18 months, and I credit Jeff Watts and his team for some really smart moves.",boilerplate,2,boilerplate_2v1,substantive,boilerplate,substantive,boilerplate,0.6,0.75,0.72,0.6
42493d80edc4,INTC_Q2-2024,"And as Dave said, Lunar Lake and Panther Lake only make our market position stronger.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.6,0.75,0.85,0.6
4266cc806c98,BLK_Q3-2024,"We have a long history of good integration, whether it's the integration of BGI, [ Malin ], Aperio, eFront.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.72,0.72,0.75,0.6
427f49056212,AMD_Q3-2024,"I guess maybe building on the latter point that you just made, I'm curious of how you would characterize your supply chain having evolved now talking about $5-plus billion.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.65,0.65,0.72,0.6
43f192a4c531,C_Q3-2024,"I also hope that you would then see that as we deliver on the expense target that we have a path to continuing to deliver on the medium-term expense target, the drivers of which I mentioned earlier.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.6,0.85,0.7
4401add0a7b5,WFC_Q4-2024,"Our outlook assumes the S&P 500 will be up modestly from current levels, but clearly, the ultimate performance of the markets is uncertain.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.82,0.75,0.92,0.7
455eb9019e8d,JNJ_Q3-2025,"I guess, I'm trying to understand if growth will accelerate next year on an adjusted operational basis, excluding the extra week?",boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,substantive,boilerplate,0.62,0.82,0.85,0.7
459cb8f33fe5,WFC_Q4-2025,"So to that point, we do disclose that, and so we would encourage everyone to look at that disclosure and as you project forward to think about that number as opposed to just the pieces because it will -- the mix will change depending on the rate environment.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.6,0.72,0.7
45f096d449ba,FDX_Q3-2026,"So yes, the answer is from a domestic priority perspective, that is where you will see the majority of the health care.",substantive,3,substantive_2v1,substantive,substantive,boilerplate,substantive,0.55,0.6,0.85,0.7
4661b7010f59,FDX_Q4-2024,"In FY '24, we remained focused on reducing our capital intensity, increasing ROIC, and continuing to provide increased stockholder returns all while maintaining a strong balance sheet.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.62,0.6,0.85,0.7
469d2d450444,AVGO_Q1-2026,"Question Analysts - Senior MD & Semiconductor Research Analyst I'm curious, how are you thinking about the move to disaggregate prefill and decode from the GPU ecosystem and the impact to custom silicon demand?",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.85,0.8,0.85,0.9
48f95b44e7e4,GS_Q2-2024,Can you talk about how material it was and what drove real estate gains during the quarter?,boilerplate,3,boilerplate_2v1,boilerplate,boilerplate,substantive,boilerplate,0.62,0.85,0.92,0.9
498c983e10f2,INTC_Q2-2025,We're not giving out the guidance by business unit.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.72,0.72,0.92,0.8
4a3464333a8a,GS_Q2-2024,"And based on what we see develop from the client franchise, we will make that assessment, we'll manage our capital to an appropriate buffer, but we're still certainly in a position to continue to return capital to shareholders.",boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.65,0.65,0.72,0.7
4ab19cedb661,NKE_Q1-2025,I talked about the momentum that is building in Running.,boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.82,0.85,0.7
4d5b04cafa7a,INTC_Q4-2024,"As such, a one-size-fits-all approach will not work, and I can see clear opportunities to leverage our core assets in new ways to drive the most compelling total cost of ownership across the continuum.",boilerplate,3,boilerplate_2v1,substantive,boilerplate,boilerplate,boilerplate,0.52,0.85,0.92,0.7
500a63afd844,NVDA_Q2-2026,And that is -- we call that Spectrum-X Ethernet.,boilerplate,2,boilerplate_2v1,substantive,substantive,boilerplate,boilerplate,0.6,0.7,0.85,0.7
50ed2b29bd0a,PLTR_Q4-2025,"Well, it means that -- first of all, that the way in which we view value is obviously no longer relevant, that the bottom of the stack somehow is where the value is lessened, and the top of the stack where we impregnate the world with AI with ontology and FDE and tribal knowledge, which is represented at this table, is actually where the value is created.",substantive,3,substantive_2v1,substantive,substantive,substantive,boilerplate,0.62,0.6,0.72,0.7
