sentence_id,transcript,sentence,gold_label,vote_sub,vote_boi,is_tie,vote_margin,mean_conf,std_conf,provider_split,gpt_mini_balanced__label,haiku_pattern__label,sonnet_skeptic__label,gpt_mini_balanced__confidence,haiku_pattern__confidence,sonnet_skeptic__confidence,oof_proba,oof_pred,oof_abs_error
8f7c711ba6e9,NKE_Q2-2026,"As a result, our order book is improving season on season.",substantive,3,0,False,3,0.6666666666666666,0.1040832999733066,False,substantive,substantive,substantive,0.7,0.75,0.55,0.06494645774364471,1,0.9350535422563553
91c53e1fa4a4,NKE_Q1-2025,"Answer Executives - Executive VP & CFO Well, on your first question, Paul, what I would say is that we've acknowledged that we've lost market share in the Running specialty channel.",substantive,3,0,False,3,0.8733333333333334,0.040414518843273836,False,substantive,substantive,substantive,0.85,0.92,0.85,0.06509631872177124,1,0.9349036812782288
669272ddca78,WFC_Q3-2025,And we don't see any meaningful changes across different affluence levels.,substantive,2,1,False,1,0.6733333333333333,0.06429100507328636,True,boilerplate,substantive,substantive,0.7,0.72,0.6,0.06555979698896408,1,0.9344402030110359
6b9b5ca8c8f5,NKE_Q4-2025,"And so when I think about the longer term, our goal is to return to sustainable organic revenue growth and to see the recovery of these transitory impacts that we've been talking about as we've been repositioning the business.",substantive,0,3,False,3,0.7899999999999999,0.07937253933193772,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.82,0.08244791626930237,1,0.9175520837306976
25249a666b2b,INTC_Q1-2024,"The first one is for inferencing, you need a whole lot less software compatibility, right?",substantive,2,1,False,1,0.6233333333333333,0.08736894948054101,True,boilerplate,substantive,substantive,0.6,0.72,0.55,0.08853578567504883,1,0.9114642143249512
eb5e5e3ac3a3,JPM_Q3-2024,We think the CD mix has probably peaked.,substantive,2,1,False,1,0.7666666666666666,0.07637626158259735,True,boilerplate,substantive,substantive,0.7,0.85,0.75,0.08947596698999405,1,0.910524033010006
c9a90756b947,C_Q4-2024,"And this business has a very low RoTCE, as you guys know, below your cost of capital.",substantive,3,0,False,3,0.7999999999999999,0.04999999999999999,False,substantive,substantive,substantive,0.8,0.85,0.75,0.09134912490844727,1,0.9086508750915527
377651ea98c4,NKE_Q4-2025,"And again, it does start with our own NIKE Direct and elevating that, making it less promotional.",substantive,3,0,False,3,0.6733333333333333,0.06429100507328636,False,substantive,substantive,substantive,0.7,0.72,0.6,0.09893645346164703,1,0.901063546538353
5411e4115163,JPM_Q3-2024,"Executives - Chairman & CEO I understand the debt markets, rates came down, spreads are quite low and markets are wide open.",substantive,2,1,False,1,0.6900000000000001,0.07937253933193773,True,boilerplate,substantive,substantive,0.6,0.75,0.72,0.09980820119380951,1,0.9001917988061905
91af0b306873,FAST_Q1-2025,And March is a bit overstated because of the timing of Easter.,substantive,3,0,False,3,0.7066666666666667,0.011547005383792525,False,substantive,substantive,substantive,0.7,0.72,0.7,0.10531329363584518,1,0.8946867063641548
d40a43bc3a39,NKE_Q3-2026,"It is one of the most imposing stages in sport, a place built for pressure, belief, and unforgettable moments.",boilerplate,0,3,False,3,0.9400000000000001,0.03605551275463986,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.97,0.10994702577590942,1,0.10994702577590942
3f7c8a013abf,INTC_Q3-2025,"So how are you going to get the customers off of the older products where they haven't shown any desire to get off of them so far, even given the constraints that they've been under?",boilerplate,0,3,False,3,0.8466666666666667,0.11015141094572208,False,boilerplate,boilerplate,boilerplate,0.9,0.92,0.72,0.10960715264081955,1,0.10960715264081955
05db1587178a,PLTR_Q3-2024,"The AI haves are moving quickly, making decisions quickly and adopting quickly.",boilerplate,0,3,False,3,0.8133333333333334,0.11015141094572209,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.82,0.10617709159851074,1,0.10617709159851074
55bab688afc2,C_Q3-2025,You talked about credit reserves and the unemployment rate that you have there.,boilerplate,0,3,False,3,0.8233333333333334,0.11239810200058246,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.85,0.10443735122680664,1,0.10443735122680664
a05b060276f4,JNJ_Q1-2024,"The one-timers, there was tailwinds and headwinds in that number.",boilerplate,0,3,False,3,0.7566666666666665,0.08144527815247078,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.72,0.10285691171884537,1,0.10285691171884537
163a3e3990b8,JPM_Q1-2025,The market plumbing has held in okay so far.,boilerplate,0,3,False,3,0.7666666666666666,0.14433756729740646,False,boilerplate,boilerplate,boilerplate,0.6,0.85,0.85,0.10091013461351395,1,0.10091013461351395
f4a911ddaf9d,NKE_Q4-2025,"Rory, finally, had his green jacket and his career Grand Slam.",boilerplate,0,3,False,3,0.8333333333333334,0.202072594216369,False,boilerplate,boilerplate,boilerplate,0.6,0.95,0.95,0.10041926801204681,1,0.10041926801204681
261bd4530146,PLTR_Q4-2025,Is the purchasing structure of a European country actually allowed to bear the load of buying the best product?,boilerplate,0,3,False,3,0.8233333333333333,0.12503332889007368,False,boilerplate,boilerplate,boilerplate,0.7,0.95,0.82,0.09972265362739563,1,0.09972265362739563
4bb781e822ac,GS_Q3-2024,"And while we've improved the margins, we still have work to do on the margins and also the returns, and we continue to be very focused.",boilerplate,0,3,False,3,0.8233333333333334,0.11239810200058246,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.85,0.09951041638851166,1,0.09951041638851166
a53720a5ebc4,FAST_Q4-2023,It sounds like it's probably more recent.,boilerplate,0,3,False,3,0.9333333333333332,0.028867513459481253,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.95,0.09945174306631088,1,0.09945174306631088
f4cb97070cd8,BLK_Q3-2024,"And this market, I think, is still very early.",boilerplate,0,3,False,3,0.8666666666666666,0.14433756729740646,False,boilerplate,boilerplate,boilerplate,0.7,0.95,0.95,0.0988670289516449,1,0.0988670289516449
45ea46810165,BLK_Q1-2024,"As I mentioned, we see good base fee momentum.",boilerplate,0,3,False,3,0.7999999999999999,0.08660254037844388,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.85,0.09622744470834732,1,0.09622744470834732
c77337bcfa95,JPM_Q1-2024,I think embedded there is also sort of a question about the FDIC and the FDIC's attitude towards different types of bidders.,boilerplate,0,3,False,3,0.7566666666666667,0.13650396819628846,False,boilerplate,boilerplate,boilerplate,0.6,0.85,0.82,0.09498029202222824,1,0.09498029202222824
43f192a4c531,C_Q3-2024,"I also hope that you would then see that as we deliver on the expense target that we have a path to continuing to deliver on the medium-term expense target, the drivers of which I mentioned earlier.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,0.09473683685064316,1,0.09473683685064316
2088c6d69a3e,JNJ_Q1-2025,This progress will bode well for financial performance for the balance of this decade.,boilerplate,0,3,False,3,0.8233333333333334,0.11239810200058246,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.85,0.09307624399662018,1,0.09307624399662018
b92806f379df,AMD_Q2-2024,"I know there's been a lot of talk on some hardware challenges, memory issues and such.",boilerplate,0,3,False,3,0.7899999999999999,0.07937253933193772,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.82,0.09127462655305862,1,0.09127462655305862
f5f4eed18db7,WFC_Q1-2025,And over the -- but what we've been really focused on now for the better part of a couple of years is 2 things.,boilerplate,0,3,False,3,0.8466666666666667,0.12701705922171772,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.92,0.09083549678325653,1,0.09083549678325653
8725eb1f7f05,JNJ_Q3-2025,They are a clear sign Johnson & Johnson is in a powerful new era of growth.,boilerplate,0,3,False,3,0.79,0.16822603841260725,False,boilerplate,boilerplate,boilerplate,0.6,0.92,0.85,0.09011242538690567,1,0.09011242538690567
0533c9b05a31,INTC_Q1-2024,A lot of that stuff doesn't actually show up in the P&L.,boilerplate,1,2,False,1,0.6999999999999998,0.14999999999999997,False,boilerplate,boilerplate,substantive,0.7,0.85,0.55,0.09006289392709732,1,0.09006289392709732
4d7e247b8573,FDX_Q3-2025,"Answer Executives - Executive VP & CFO So Jonathan, with regard to inflation, it's been consistent.",boilerplate,0,3,False,3,0.7666666666666666,0.07637626158259735,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.75,0.08935931324958801,1,0.08935931324958801
06f0d3f43b4a,NKE_Q4-2024,"And their order books, as Matt mentioned a minute ago, are reflecting that.",boilerplate,0,3,False,3,0.8233333333333334,0.11239810200058246,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.85,0.08883090317249298,1,0.08883090317249298
76202389d69f,BLK_Q1-2024,"They want their portfolios to be more holistically blending public and private markets, active in an index.",boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,0.08687836676836014,1,0.08687836676836014
ba05688326dd,FAST_Q2-2025,"And so when the tariff activity started ramping up, I said to Kevin, can you start producing a video for the field to convey order to the chaos and try to simplify it as much as you can.",boilerplate,1,2,False,1,0.6999999999999998,0.14999999999999997,False,boilerplate,boilerplate,substantive,0.7,0.85,0.55,0.08629241585731506,1,0.08629241585731506
a167e4094f5d,FAST_2026_01_20,"And of course, we obvious -- we distribute through a lot of tech areas like the FMI space.",boilerplate,1,2,False,1,0.6233333333333333,0.08736894948054101,False,boilerplate,boilerplate,substantive,0.6,0.72,0.55,0.08502458035945892,1,0.08502458035945892
98ffefe118d0,GS_Q3-2024,"And maybe, David, would appreciate your perspective around when we read about nonbank trading venues, getting into fixed income markets, potentially sort of disrupting the business for the incumbents.",boilerplate,0,3,False,3,0.8133333333333334,0.11015141094572209,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.82,0.0843522697687149,1,0.0843522697687149
9b86deb56aa2,C_Q2-2024,"We continue to feel very good about the strength of our balance sheet and the quality of our assets and liabilities which position us to be a source of strength for the industry and importantly, for our clients.",boilerplate,0,3,False,3,0.8466666666666667,0.12701705922171772,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.92,0.08420120924711227,1,0.08420120924711227
576ef2f63983,FDX_Q4-2024,"Question Analysts - MD & Co-Head of Industrials and Basic Materials So Raj, a lot to digest here and thanks for all the detail.",boilerplate,0,3,False,3,0.9466666666666667,0.04509249752822893,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.99,0.08349691331386566,1,0.08349691331386566
74a420b6b7fd,AVGO_Q2-2024,"So I'm curious how you think customers are going to do that allocation decision, just broadly what the visibility is.",boilerplate,0,3,False,3,0.89,0.036055512754639925,False,boilerplate,boilerplate,boilerplate,0.9,0.92,0.85,0.08232440054416656,1,0.08232440054416656
cc6b6cfc2162,FAST_Q4-2024,"Thanks to the strength of our Onsite program, there's a subset of this group that has grown even faster.",boilerplate,2,1,False,1,0.7233333333333333,0.025166114784235857,True,substantive,substantive,boilerplate,0.7,0.72,0.75,0.07991693168878555,1,0.07991693168878555
3c53caaff83b,AVGO_Q2-2025,I just wanted to ask maybe following up on the scale-out opportunity.,boilerplate,0,3,False,3,0.9333333333333332,0.028867513459481253,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.95,0.07963956147432327,1,0.07963956147432327
cead4f86fa44,FDX_Q3-2024,"Can you give us a look at how that will change how you manage the business starting in July, how it will change how you report your financials and operating stats?",boilerplate,0,3,False,3,0.88,0.05291502622129186,False,boilerplate,boilerplate,boilerplate,0.9,0.92,0.82,0.07890874147415161,1,0.07890874147415161
31eb470ba594,BLK_Q1-2024,I do believe the combinations of our 2 organization is going to open up so many more avenues.,boilerplate,0,3,False,3,0.8466666666666667,0.12701705922171772,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.92,0.07889789342880249,1,0.07889789342880249
5ca5b1cffc21,PLTR_Q2-2025,"We still believe America is the leader of the free world, that the West is superior, that we have to fight for these values, that we should give American corporations and, most importantly, our government an unfair advantage.",boilerplate,0,3,False,3,0.8233333333333333,0.12503332889007368,False,boilerplate,boilerplate,boilerplate,0.7,0.95,0.82,0.07869913429021835,1,0.07869913429021835
ff31be67d2e6,GS_Q4-2025,You've done a couple of things in RIA land.,boilerplate,0,3,False,3,0.7799999999999999,0.163707055437449,False,boilerplate,boilerplate,boilerplate,0.6,0.92,0.82,0.07787984609603882,1,0.07787984609603882
76dcf08746d3,FDX_Q3-2026,"And I'm assuming that as you come to the end of hiring all the new salespeople, there's going to be a ramp time until they start producing some fruits for their labor.",boilerplate,0,3,False,3,0.7899999999999999,0.07937253933193772,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.82,0.077738456428051,1,0.077738456428051
156c16ffea5b,FDX_Q4-2024,"So while we see the overall trade trends flatten out, there are opportunities as supply chain patterns change.",boilerplate,0,3,False,3,0.7566666666666667,0.13650396819628846,False,boilerplate,boilerplate,boilerplate,0.6,0.85,0.82,0.07702057808637619,1,0.07702057808637619
dfbd9c25a30e,AMD_Q2-2025,"So to your question of how much is pull forward, we don't think a whole lot of that is.",boilerplate,1,2,False,1,0.7333333333333333,0.10408329997330662,False,boilerplate,boilerplate,substantive,0.7,0.85,0.65,0.0763709619641304,1,0.0763709619641304
21df585fc180,GS_Q3-2024,The final rule will have a significant impact on the growth and competitiveness of the U.S. economy.,boilerplate,0,3,False,3,0.7799999999999999,0.163707055437449,False,boilerplate,boilerplate,boilerplate,0.6,0.92,0.82,0.07577535510063171,1,0.07577535510063171
b32d739d1191,PLTR_Q3-2024,"And one of the things, Shyam, and I would say Aki and others, did a tremendous job of is like, look, we're in this for the supremacy of U.S. and its allies.",boilerplate,0,3,False,3,0.8233333333333334,0.11239810200058246,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.85,0.07522513717412949,1,0.07522513717412949
4fff8c2c2645,NKE_Q3-2025,"And so we're confident that we're making the right moves from a performance perspective, and we're seeing some wins there, running, training that Matt touched on.",boilerplate,0,3,False,3,0.7566666666666667,0.13650396819628846,False,boilerplate,boilerplate,boilerplate,0.6,0.85,0.82,0.07506055384874344,1,0.07506055384874344
1f9f68879e84,BLK_Q3-2025,"And depending on the status, I think, of legal and regulatory to more meaningful engage with our clients on exposures in the existing LifePath range.",boilerplate,0,3,False,3,0.7566666666666665,0.08144527815247078,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.72,0.07464241981506348,1,0.07464241981506348
010613a935e0,FDX_Q2-2026,"In closing, I want to recognize our team for delivering another strong quarter while navigating a very difficult operating environment.",boilerplate,0,3,False,3,0.8733333333333334,0.1504437879519568,False,boilerplate,boilerplate,boilerplate,0.7,0.95,0.97,0.07454105466604233,1,0.07454105466604233
9324074ce730,BLK_Q3-2024,I do believe the utilization of assets are going to become more and more of a reality worldwide.,boilerplate,0,3,False,3,0.8233333333333334,0.11239810200058246,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.85,0.07350116223096848,1,0.07350116223096848
6d5250bc7208,FDX_Q1-2025,Our innovative data-driven solutions are also supporting our transformation and enabling a better experience for our customers.,boilerplate,0,3,False,3,0.8566666666666668,0.1365039681962885,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.95,0.07026763260364532,1,0.07026763260364532
43b4f9564328,INTC_Q3-2025,It might be a little bit less or a little bit more than that.,boilerplate,0,3,False,3,0.9,0.04999999999999999,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.85,0.06987491995096207,1,0.06987491995096207
ef59073121c1,PLTR_Q3-2024,"We also continue to capitalize on targeted growth opportunities in Asia, the Middle East and beyond.",boilerplate,0,3,False,3,0.79,0.16822603841260725,False,boilerplate,boilerplate,boilerplate,0.6,0.92,0.85,0.06872343271970749,1,0.06872343271970749
5a104ab6b535,JPM_Q4-2024,So why not stay around a bit longer if investors want you to do so?,boilerplate,0,3,False,3,0.9,0.04999999999999999,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.85,0.06816976517438889,1,0.06816976517438889
5711efc0b266,AMD_Q4-2024,I know that there was some commentary about whether there were pull-ins relative to tariffs.,boilerplate,0,3,False,3,0.7666666666666666,0.07637626158259735,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.75,0.06771863996982574,1,0.06771863996982574
42fdb2ccc2c4,WFC_Q4-2023,"We won't get -- we haven't really talked about exactly where it bottoms, but it should stabilize at some point.",boilerplate,0,3,False,3,0.7999999999999999,0.08660254037844388,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.85,0.06751567125320435,1,0.06751567125320435
21c6d969550f,GS_Q3-2024,And we have the capacity to offer investment opportunities to clients who want to get exposure to this asset class.,boilerplate,0,3,False,3,0.7899999999999999,0.07937253933193772,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.82,0.06733694672584534,1,0.06733694672584534
d310c68c2a00,WFC_Q4-2024,"It's going to be disciplined, thoughtful, piece by piece, in a very controlled way and only in places that are supported by the controls that we have in place.",boilerplate,0,3,False,3,0.8566666666666668,0.060277137733417085,False,boilerplate,boilerplate,boilerplate,0.8,0.92,0.85,0.0673125833272934,1,0.0673125833272934
21f978f9d158,BLK_Q4-2023,They bring with them a strong investment and performance culture and a commitment to working across One BlackRock.,boilerplate,0,3,False,3,0.8466666666666667,0.12701705922171772,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.92,0.06711862981319427,1,0.06711862981319427
0a8e5f1331e1,AVGO_Q1-2026,"I get what you mean, that word disaggregation kind of threw me off.",boilerplate,0,3,False,3,0.9400000000000001,0.03605551275463986,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.97,0.0664508119225502,1,0.0664508119225502
8a213a7eb763,FAST_Q1-2026,And I believe the Fastenal team can pull it off.,boilerplate,0,3,False,3,0.8733333333333334,0.1504437879519568,False,boilerplate,boilerplate,boilerplate,0.7,0.95,0.97,0.0662420392036438,1,0.0662420392036438
d7b5cd952e60,FAST_Q3-2024,"But I mean, CapEx, generally speaking, is volatile related to whatever investments you're making in the hub.",boilerplate,0,3,False,3,0.7333333333333334,0.12583057392117916,False,boilerplate,boilerplate,boilerplate,0.6,0.85,0.75,0.06610692292451859,1,0.06610692292451859
7d9c17873d96,BLK_Q1-2025,So we're seeing a great amount of velocity down in that bottom part.,boilerplate,0,3,False,3,0.8233333333333334,0.11239810200058246,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.85,0.06598425656557083,1,0.06598425656557083
e99e46e22093,JNJ_Q2-2024,We remain absolutely committed to China.,boilerplate,0,3,False,3,0.8233333333333334,0.11239810200058246,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.85,0.06550934910774231,1,0.06550934910774231
e53161059ee8,GS_Q4-2025,"You've heard us say over many, many years, we maintain a rigorous focus on managing these expenses as tightly as we possibly can.",boilerplate,0,3,False,3,0.8566666666666666,0.1365039681962885,False,boilerplate,boilerplate,boilerplate,0.7,0.95,0.92,0.06525574624538422,1,0.06525574624538422
15f4c31be95e,NVDA_Q4-2025,And in modernizing computers that have taken decades to build out.,boilerplate,0,3,False,3,0.8233333333333334,0.11239810200058246,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.85,0.0644606426358223,1,0.0644606426358223
30c33167398e,WFC_Q1-2024,And so I think that trend you saw a couple of years ago was definitely different.,boilerplate,0,3,False,3,0.8566666666666668,0.1365039681962885,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.95,0.06396547704935074,1,0.06396547704935074
3134ed8ca625,FAST_Q1-2025,"The -- as is typical of April, we held our customer expo.",boilerplate,0,3,False,3,0.8666666666666667,0.028867513459481315,False,boilerplate,boilerplate,boilerplate,0.9,0.85,0.85,0.06393423676490784,1,0.06393423676490784
22f832f71bed,BLK_Q1-2026,That's a meaningful differentiator for BlackRock.,boilerplate,0,3,False,3,0.8233333333333334,0.11239810200058246,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.85,0.06279332935810089,1,0.06279332935810089
ca61248fc49e,PLTR_Q1-2024,We are winning in the U.S. And then that kind of asked -- then leads to the question of why are we doing so well in the United States of America?,boilerplate,0,3,False,3,0.79,0.115325625946708,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.75,0.06220691278576851,1,0.06220691278576851
104cc2094d62,JPM_Q2-2024,"And then on asset-backed financing, you actually asked me that question before.",boilerplate,0,3,False,3,0.9333333333333332,0.028867513459481253,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.95,0.06181608512997627,1,0.06181608512997627
bfd78c35e288,FAST_Q2-2025,And our supply chain team really dug into it and studied the branch and on-site activity.,boilerplate,0,3,False,3,0.7666666666666666,0.14433756729740646,False,boilerplate,boilerplate,boilerplate,0.6,0.85,0.85,0.06118264049291611,1,0.06118264049291611
4b45d7642be8,BLK_Q1-2026,"These businesses are not just integrating, these businesses are accelerating.",boilerplate,0,3,False,3,0.8133333333333334,0.18475208614068026,False,boilerplate,boilerplate,boilerplate,0.6,0.92,0.92,0.06106748431921005,1,0.06106748431921005
