sentence_id,transcript,sentence,gold_label,vote_sub,vote_boi,is_tie,vote_margin,mean_conf,std_conf,provider_split,gpt_mini_balanced__label,haiku_pattern__label,sonnet_skeptic__label,gpt_mini_balanced__confidence,haiku_pattern__confidence,sonnet_skeptic__confidence,oof_proba,oof_pred,priority
9f561223b093,NVDA_Q4-2026,"Again, we're trying to look at revenue quarter-by-quarter.",boilerplate,0,3,False,3,0.8233333333333334,0.11239810200058246,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.85,0.9586135745048523,1,0.8986135745048522
598f2f71d70d,NVDA_Q1-2025,The webcast will be available for replay until the conference call to discuss our financial results for the second quarter of fiscal 2025.,boilerplate,0,3,False,3,0.9466666666666667,0.04509249752822893,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.99,0.9581559300422668,1,0.8981559300422668
722296907601,AVGO_Q3-2025,"And they are the guys who would invest, who need to invest a lot initially, in my view, on training, training of ever larger and larger clusters of ever more capable accelerators.",boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,0.9531470537185669,1,0.8931470537185668
bf945960ae98,FAST_Q3-2025,Can you just explain why was the bonus reset so much larger in 3Q versus 2Q?,boilerplate,1,2,False,1,0.7333333333333334,0.12583057392117916,False,boilerplate,substantive,boilerplate,0.6,0.85,0.75,0.9527832865715027,1,0.8927832865715026
e2952e58b359,C_Q1-2024,"On Slide 7, we show the expense trend over the past 5 quarters.",boilerplate,0,3,False,3,0.8233333333333334,0.11239810200058246,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.85,0.9498772025108337,1,0.8898772025108337
09989c86a932,JPM_Q4-2025,"Jamie, investors are feeling quite optimistic about the fundamental macro opportunities for the banks in 2026 paired with deregulation, of course.",boilerplate,0,3,False,3,0.7333333333333334,0.12583057392117916,False,boilerplate,boilerplate,boilerplate,0.6,0.85,0.75,0.9416894316673279,1,0.8816894316673278
eaf0f5e3242a,FDX_Q4-2024,"﻿FedEx Corporation, Q4 2024 Earnings Call, Jun 25, 2024 -",boilerplate,0,3,False,3,0.9466666666666667,0.04509249752822893,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.99,0.9275076985359192,1,0.8675076985359191
8b581bd02803,FAST_Q1-2025,We continue to invest in key areas of our business to support growth while managing other costs more tightly to reflect the sluggish business conditions.,boilerplate,0,3,False,3,0.7999999999999999,0.08660254037844388,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.85,0.9242458939552307,1,0.8642458939552307
aa4e29800289,JPM_Q4-2024,"You're finally getting what you wanted, 15 years of your spaghetti chart about the regulatory structure and the unpredictability of capital requirements and regulatory costs.",boilerplate,1,2,False,1,0.7066666666666667,0.18475208614068026,False,boilerplate,boilerplate,substantive,0.6,0.92,0.6,0.9174772500991821,1,0.8574772500991821
410c44eceb71,FAST_Q3-2024,"Our -- when I look at the daily sales rate for September, it really, I believe, points to some very good changes and alignment and some personnel moves that we've made in the last 12 to 18 months, and I credit Jeff Watts and his team for some really smart moves.",boilerplate,1,2,False,1,0.69,0.07937253933193772,False,boilerplate,substantive,boilerplate,0.6,0.72,0.75,0.9157671332359314,1,0.8557671332359313
e92e2a3a88b4,FDX_Q1-2026,"We didn't get too much color on that, but certainly a tough market and tough quarter, but it sounds like you expect things to stabilize and improve pretty significantly from here.",boilerplate,0,3,False,3,0.8233333333333334,0.11239810200058246,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.85,0.9,1,0.8400000000000001
12b98dbd72f0,JNJ_Q2-2024,Now I must reiterate that we see this as a really good thing.,boilerplate,0,3,False,3,0.9333333333333332,0.028867513459481253,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.95,0.9,1,0.8400000000000001
bc8a7eef1689,JPM_Q3-2025,"I'm just trying to contextualize, when you talk about the expense growth outlook or just sort of preliminary indication for next year, how should bank shareholders think about AI-led productivity gains in terms of making a dent on the expense growth either next year or for the next few years?",boilerplate,0,3,False,3,0.8466666666666667,0.11015141094572208,False,boilerplate,boilerplate,boilerplate,0.9,0.92,0.72,0.9,1,0.8400000000000001
c6af19d79285,NVDA_Q3-2025,So we've got a little bit of both happening in Q4.,boilerplate,0,3,False,3,0.79,0.16822603841260725,False,boilerplate,boilerplate,boilerplate,0.6,0.92,0.85,0.9,1,0.8400000000000001
627e3038e90c,INTC_Q1-2024,And we got a lot done in Q1 that gives us a great foundation for the future.,boilerplate,0,3,False,3,0.8333333333333334,0.202072594216369,False,boilerplate,boilerplate,boilerplate,0.6,0.95,0.95,0.9,1,0.8400000000000001
37ecb7fce6bb,AMD_Q1-2024,Now I'd like to turn the call over to Jean to provide some additional color on our first quarter results.,boilerplate,0,3,False,3,0.9466666666666667,0.04509249752822893,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.99,0.9,1,0.8400000000000001
53abb1e9914e,FAST_Q3-2024,When you make -- we made a lot of changes in 2023 and early part of 2024.,boilerplate,0,3,False,3,0.8233333333333334,0.11239810200058246,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.85,0.9,1,0.8400000000000001
3605a2358dc6,FAST_Q3-2024,Presenter Speech Executives - Financial Reporting & Regulatory Compliance Accountant Welcome to the Fastenal Company 2024 Third Quarter Earnings Conference Call.,boilerplate,0,3,False,3,0.98,0.026457513110645932,False,boilerplate,boilerplate,boilerplate,1.0,0.95,0.99,0.9,1,0.8400000000000001
3ef61c37e4fb,BLK_Q1-2026,So beta has always been your best sort of incremental margin opportunity.,boilerplate,0,3,False,3,0.7666666666666666,0.07637626158259735,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.75,0.9,1,0.8400000000000001
3c58e3b8efa6,C_Q4-2024,We entered 2025 with strategic clarity and good momentum across all our businesses.,boilerplate,0,3,False,3,0.8133333333333334,0.18475208614068026,False,boilerplate,boilerplate,boilerplate,0.6,0.92,0.92,0.9,1,0.8400000000000001
770eda81aace,JPM_Q1-2024,"To finish up, we have the outlook on Page 9.",boilerplate,0,3,False,3,0.9333333333333332,0.028867513459481253,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.95,0.9,1,0.8400000000000001
968c1d5d3166,WFC_Q4-2024,"Question Analysts - Managing Director Totally get it, and it does feel like there's a bit of a shift at the margin to rev-led profitability growth, in my opinion, which is great, a lot of low-hanging fruit is already out on the expense side.",boilerplate,0,3,False,3,0.7566666666666667,0.13650396819628846,False,boilerplate,boilerplate,boilerplate,0.6,0.85,0.82,0.9,1,0.8400000000000001
10e490c174aa,NVDA_Q1-2026,"All our statements are made as of today, May 28, 2025, based on information currently available to us.",boilerplate,0,3,False,3,0.9400000000000001,0.03605551275463986,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.97,0.9,1,0.8400000000000001
e19d6467eb6d,JPM_Q3-2025,"And in addition to that, we've done the implied full year math on the page, so you can easily compare it to previous guidance.",boilerplate,0,3,False,3,0.7999999999999999,0.08660254037844388,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.85,0.9,1,0.8400000000000001
f9361d1e9562,NKE_Q1-2026,But we're pleased with the progress that we've made and the actions that we put into place to exit Q2 and enter the second half in a healthy position.,boilerplate,0,3,False,3,0.8466666666666667,0.12701705922171772,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.92,0.9,1,0.8400000000000001
ee9cdd80d1a3,JNJ_Q4-2025,"And it would be helpful if you could touch upon the outlook for your EP business, which is growing below market.",boilerplate,1,2,False,1,0.8233333333333333,0.025166114784235805,True,substantive,boilerplate,boilerplate,0.8,0.85,0.82,0.9,1,0.8400000000000001
46d52ab7b3ec,WFC_Q2-2024,I just sort of want to have that assurance in terms of is the EPS going to be down as much coming out of this as the market is indicating.,boilerplate,0,3,False,3,0.7799999999999999,0.12165525060596444,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.72,0.9,1,0.8400000000000001
c22a6bb64659,GS_Q4-2023,"Narrowing our strategic focus, our leadership team spent a significant amount of time in 2023 realigning the firm's priorities with our strategic vision, our values and our strengths, which we highlighted on Page 9.",boilerplate,0,3,False,3,0.7899999999999999,0.07937253933193772,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.82,0.9,1,0.8400000000000001
cf405b8fda0c,NVDA_Q2-2026,And so we expect to have a much more mature and fully scaled up supply chain.,boilerplate,0,3,False,3,0.7799999999999999,0.163707055437449,False,boilerplate,boilerplate,boilerplate,0.6,0.92,0.82,0.9,1,0.8400000000000001
5db769450d2a,BLK_Q4-2024,"So we really see ourselves as continuing on that strategy of driving scale and productivity, which shows up in margin expansion.",boilerplate,0,3,False,3,0.7999999999999999,0.08660254037844388,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.85,0.9,1,0.8400000000000001
7c95d56d5dd2,BLK_Q4-2023,"But once that cycle stops and it's been a start and stop over the last year, at least, especially in the fourth quarter, but that's how we look at it.",boilerplate,0,3,False,3,0.7899999999999999,0.07937253933193772,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.82,0.9,1,0.8400000000000001
5ce8e5c9288a,NVDA_Q2-2026,I was hoping perhaps could you take a high-level view and speak to your vision for growth into 2026.,boilerplate,0,3,False,3,0.89,0.036055512754639925,False,boilerplate,boilerplate,boilerplate,0.9,0.92,0.85,0.9,1,0.8400000000000001
6b7752b70b7e,BLK_Q4-2025,We're entering 2026 with elevated momentum and we're positioned ahead of big future opportunities.,boilerplate,0,3,False,3,0.8466666666666667,0.12701705922171772,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.92,0.9,1,0.8400000000000001
2fbb1e3756c3,C_Q4-2025,"And so hopefully that gives you some sense, but again, feel good about the NII ex-Markets outlook.",boilerplate,0,3,False,3,0.7999999999999999,0.08660254037844388,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.85,0.9,1,0.8400000000000001
e445983d969f,JPM_Q2-2025,"But I think it's important because it does serve as a guide in this context, right?",boilerplate,0,3,False,3,0.9233333333333333,0.025166114784235794,False,boilerplate,boilerplate,boilerplate,0.9,0.92,0.95,0.9,1,0.8400000000000001
c0187ec06af4,WFC_Q1-2024,"Executives - Senior EVP & CFO And when you think about the first quarter in particular, there's always going to be seasonality on the trading side.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,0.9,1,0.8400000000000001
8dcbe7009f38,INTC_Q1-2025,"As we are building the new Intel, you can expect us to stay humble, drive the necessary changes to delight our customers.",boilerplate,0,3,False,3,0.8466666666666667,0.12701705922171772,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.92,0.9,1,0.8400000000000001
db3a8362c696,JNJ_Q3-2024,I encourage you to review our upcoming third quarter 10-Q filing for additional details on specific tax-related matters.,boilerplate,0,3,False,3,0.8466666666666667,0.12701705922171772,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.92,0.9,1,0.8400000000000001
b5029aa5139f,WFC_Q2-2024,"In summary, our results in the second quarter reflected the progress we are making to transform Wells Fargo and improve our financial performance.",boilerplate,0,3,False,3,0.8133333333333334,0.18475208614068026,False,boilerplate,boilerplate,boilerplate,0.6,0.92,0.92,0.9,1,0.8400000000000001
178131f12981,INTC_Q2-2024,"Finally, I'll just say again, we're building this against the market outlook.",boilerplate,0,3,False,3,0.8233333333333334,0.11239810200058246,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.85,0.9,1,0.8400000000000001
d3a197b66971,JNJ_Q2-2025,"Joe Wolk, our CFO, will then close by sharing an overview of our cash position and guidance update for 2025.",boilerplate,0,3,False,3,0.8666666666666666,0.14433756729740646,False,boilerplate,boilerplate,boilerplate,0.7,0.95,0.95,0.9,1,0.8400000000000001
d5bdd9e1d0d8,INTC_Q4-2024,So is there a reasonable way to model how much of a headwind this is to your reported EPS?,boilerplate,0,3,False,3,0.88,0.05291502622129186,False,boilerplate,boilerplate,boilerplate,0.9,0.92,0.82,0.9,1,0.8400000000000001
0f9c21bc64a6,C_Q4-2024,"I'm going to start with the fourth quarter and full year financial results, focusing on year-over-year comparisons unless I indicate otherwise.",boilerplate,0,3,False,3,0.9333333333333332,0.028867513459481253,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.95,0.9,1,0.8400000000000001
4bf7da0f26f0,NKE_Q2-2026,"I think the first one is on the commitment, sort of the focus on the return to double-digit EBIT margin, it's a big priority for you guys.",boilerplate,0,3,False,3,0.7899999999999999,0.07937253933193772,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.82,0.9,1,0.8400000000000001
8bed72d4048a,JNJ_Q2-2025,"And in Q2, we presented several important sets of data.",boilerplate,0,3,False,3,0.7333333333333334,0.12583057392117916,False,boilerplate,boilerplate,boilerplate,0.6,0.85,0.75,0.9,1,0.8400000000000001
fff775b5b174,WFC_Q3-2024,"Mike, is this about the -- is pace that we should expect until we get your next SCB in June?",boilerplate,0,3,False,3,0.8566666666666666,0.040414518843273836,False,boilerplate,boilerplate,boilerplate,0.9,0.85,0.82,0.9,1,0.8400000000000001
a6a4b58a08ba,JNJ_Q4-2023,I will then review the fourth quarter sales and P&L results as well as full year 2023 results for the enterprise.,boilerplate,0,3,False,3,0.8566666666666668,0.1365039681962885,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.95,0.9,1,0.8400000000000001
c25db1a799e2,GS_Q3-2024,"I think the economic trajectory, outlook and client franchise is coming more into focus.",boilerplate,0,3,False,3,0.8466666666666667,0.12701705922171772,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.92,0.9,1,0.8400000000000001
a316f1fda19c,JPM_Q4-2023,And I wouldn't exactly describe that as an outlook.,boilerplate,0,3,False,3,0.8566666666666666,0.1365039681962885,False,boilerplate,boilerplate,boilerplate,0.7,0.95,0.92,0.9,1,0.8400000000000001
b9a857662827,AVGO_Q2-2025,"Question Analysts - Senior Analyst Hock, I still wanted to follow up on that AI 2026 question.",boilerplate,0,3,False,3,0.9333333333333332,0.028867513459481253,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.95,0.9,1,0.8400000000000001
71ad5ac9b1d8,AVGO_Q3-2024,"And the question is, is there anything happening next year that would change that equation so that growth rate of your AI revenue would be materially different than what GPU compute is growing next year?",boilerplate,0,3,False,3,0.89,0.036055512754639925,False,boilerplate,boilerplate,boilerplate,0.9,0.92,0.85,0.8953145742416382,1,0.8353145742416381
0cefd8547ab2,AMD_Q3-2025,"I think we have good visibility into the MI450 ramp, and things are progressing very well.",boilerplate,0,3,False,3,0.7233333333333333,0.12503332889007368,False,boilerplate,boilerplate,boilerplate,0.6,0.85,0.72,0.8877899050712585,1,0.8277899050712585
f46e217f625a,BLK_Q1-2025,Could you expand on what you're actually hearing from the plans in terms of demand for these products?,boilerplate,0,3,False,3,0.89,0.036055512754639925,False,boilerplate,boilerplate,boilerplate,0.9,0.92,0.85,0.870098352432251,1,0.8100983524322509
1a536d03f2ff,GS_Q1-2026,"But you've talked about sponsors for a few years and you had another CEO talk about over 10,000 large companies that remain private, even with record high stock markets.",boilerplate,0,3,False,3,0.7233333333333333,0.12503332889007368,False,boilerplate,boilerplate,boilerplate,0.6,0.85,0.72,0.8699276447296143,1,0.8099276447296142
0ec49d94d486,JPM_Q1-2025,But the notion that the 10-year treasury has to go down is a false notion.,boilerplate,1,2,False,1,0.7566666666666667,0.14364307617610164,False,boilerplate,boilerplate,substantive,0.7,0.92,0.65,0.8681079745292664,1,0.8081079745292663
e176fa71b21b,AVGO_Q3-2024,I was just wondering if that was due to any additional customers within your hyperscaler and consumer Internet portfolio.,boilerplate,0,3,False,3,0.88,0.05291502622129186,False,boilerplate,boilerplate,boilerplate,0.9,0.92,0.82,0.8533453345298767,1,0.7933453345298767
80144c45ae6f,FDX_Q1-2025,"In Europe, we further optimized in-station processes.",boilerplate,1,2,False,1,0.7899999999999999,0.07937253933193772,True,substantive,boilerplate,boilerplate,0.7,0.85,0.82,0.8509172797203064,1,0.7909172797203063
3b32e9187f8b,INTC_Q2-2025,"We continue to maintain solid liquidity, but despite meaningful capital spending offsets.",boilerplate,0,3,False,3,0.6566666666666666,0.06027713773341708,False,boilerplate,boilerplate,boilerplate,0.6,0.72,0.65,0.8392982482910156,1,0.7792982482910156
8d826a7a1aef,JPM_Q4-2024,"I guess there could be some versions of the world where the numerator is a little less, and then guessing about our central case and comparing our projected capital amount to that number to determine the excess.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,0.8330830931663513,1,0.7730830931663513
73e1d2956d40,AMD_Q1-2024,Could it be a lot more than that in terms of your exit rate of MI for this year?,boilerplate,0,3,False,3,0.8233333333333333,0.09291573243177571,False,boilerplate,boilerplate,boilerplate,0.9,0.85,0.72,0.8319347500801086,1,0.7719347500801086
3a4614a3fc6f,PLTR_Q4-2025,"Gotham's new suite of integrated capabilities, platform-run Foundry, met their moment.",boilerplate,1,2,False,1,0.6833333333333332,0.14433756729740646,False,boilerplate,boilerplate,substantive,0.6,0.85,0.6,0.8230350017547607,1,0.7630350017547607
c44bace6789a,FDX_Q4-2025,"Eddie brings deep expertise from his nearly 30-year career at FedEx, most recently as Corporate Vice President for Corporate Governance securities and tax law.",boilerplate,1,2,False,1,0.8566666666666668,0.12096831541082703,False,boilerplate,boilerplate,substantive,0.9,0.95,0.72,0.8184459805488586,1,0.7584459805488586
930c352ff43f,INTC_Q3-2024,I guess there are 2 issues impacting your PC gross margins.,boilerplate,0,3,False,3,0.7666666666666666,0.14433756729740646,False,boilerplate,boilerplate,boilerplate,0.6,0.85,0.85,0.8080203533172607,1,0.7480203533172607
3f2d11ac9008,NVDA_Q2-2025,Generative AI frontier model makers are racing to scale to the next AI plateau to increase model safety and IQ.,boilerplate,0,3,False,3,0.7333333333333334,0.12583057392117916,False,boilerplate,boilerplate,boilerplate,0.6,0.85,0.75,0.8024090528488159,1,0.7424090528488159
e25dcc8eeb4b,AVGO_Q1-2026,These figures demonstrate that our scale continues to drive significant operating leverage.,boilerplate,1,2,False,1,0.7233333333333333,0.12503332889007368,False,boilerplate,substantive,boilerplate,0.6,0.72,0.85,0.8018693923950195,1,0.7418693923950195
4770f0d6d7d8,AMD_Q4-2024,"And we've learned a lot from the initial deployments of MI300, I think, is very positive.",boilerplate,0,3,False,3,0.7566666666666667,0.13650396819628846,False,boilerplate,boilerplate,boilerplate,0.6,0.85,0.82,0.7867235541343689,1,0.7267235541343688
e6b52047d3d2,FAST_Q1-2024,"There were a few other periods, obviously, the '08, '09 period, much shorter in duration, but pretty steep.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,0.7829960584640503,1,0.7229960584640502
b674cd70d249,NKE_Q1-2025,So Running and Core are the 2 areas where we're most optimistic that we see momentum building from an innovation and a newness perspective.,boilerplate,2,1,False,1,0.7233333333333333,0.12503332889007368,True,boilerplate,substantive,substantive,0.6,0.85,0.72,0.7709020376205444,1,0.7109020376205444
9ba9eefac801,AVGO_Q2-2024,"We also recognize that being the AI compute engine of choice in merchants in the ecosystem, which is GPUs, that they are trying to create a platform that is probably end to end very integrated.",boilerplate,1,2,False,1,0.64,0.06928203230275509,False,boilerplate,boilerplate,substantive,0.6,0.72,0.6,0.7487488985061646,1,0.6887488985061645
4f64ceccdf33,FAST_2026_01_20,"This call is being audio simulcast on the internet via the Fastenal Investor Relations homepage, investor.fastenal.com.",boilerplate,0,3,False,3,0.9466666666666667,0.04509249752822893,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.99,0.7448527216911316,1,0.6848527216911315
2035b6b4d8c0,JPM_Q4-2023,"And if you could just give some color on that, I know we've been through this before 2 years ago, with the big increase in expenses and without a lot of visibility.",boilerplate,0,3,False,3,0.8233333333333334,0.11239810200058246,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.85,0.7396066188812256,1,0.6796066188812255
18e340c8de9b,GS_Q4-2025,We are expanding our loan product offerings in line with client demand.,boilerplate,1,2,False,1,0.8233333333333334,0.11239810200058246,True,substantive,boilerplate,boilerplate,0.7,0.92,0.85,0.7395475506782532,1,0.6795475506782531
9163e5359394,INTC_Q4-2025,Do you want me to take the 14A thing or?,boilerplate,0,3,False,3,0.9400000000000001,0.03605551275463986,False,boilerplate,boilerplate,boilerplate,0.9,0.95,0.97,0.7393082976341248,1,0.6793082976341247
b926645b24c5,INTC_Q1-2025,"To accelerate this simplification, we are taking more costs out of the business.",boilerplate,0,3,False,3,0.7666666666666666,0.07637626158259735,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.75,0.7262685298919678,1,0.6662685298919677
c9e8fecaf3cd,JNJ_Q4-2023,"And our bias is to go for transactions that are going to enable us to create more value by leveraging our clinical development strength, our manufacturing capabilities and our commercial reach.",boilerplate,0,3,False,3,0.7666666666666666,0.14433756729740646,False,boilerplate,boilerplate,boilerplate,0.6,0.85,0.85,0.7250089049339294,1,0.6650089049339294
7cf67308cae6,FDX_Q1-2026,We are very encouraged by the progress on Network 2.0.,boilerplate,0,3,False,3,0.8466666666666667,0.12701705922171772,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.92,0.7243059873580933,1,0.6643059873580932
0377cb0659dc,JPM_Q3-2025,"And First Brands, I put in the same category, and there are a couple of other ones out that I've seen that I put in a similar category.",boilerplate,0,3,False,3,0.8133333333333334,0.11015141094572209,False,boilerplate,boilerplate,boilerplate,0.7,0.92,0.82,0.7186385989189148,1,0.6586385989189147
c94f3473eef9,GS_Q1-2025,I'm curious on the amount of deleveraging that we've seen in April.,boilerplate,0,3,False,3,0.7666666666666666,0.07637626158259735,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.75,0.7184571027755737,1,0.6584571027755737
48f95b44e7e4,GS_Q2-2024,Can you talk about how material it was and what drove real estate gains during the quarter?,boilerplate,1,2,False,1,0.89,0.036055512754639925,False,boilerplate,substantive,boilerplate,0.9,0.92,0.85,0.7076690793037415,1,0.6476690793037414
b4085df7a740,NVDA_Q4-2024,"Executives - Executive VP & CFO Let me first start with your question, thanks, about how we are working with our customers as they look into how they are building out their GPU instances and our allocation process.",boilerplate,0,3,False,3,0.8666666666666667,0.028867513459481315,False,boilerplate,boilerplate,boilerplate,0.9,0.85,0.85,0.7070835828781128,1,0.6470835828781127
9dff0328a9d8,FAST_Q4-2024,"If and when business gets better and pretax is growing more strongly, bonuses sort of reassert themselves.",boilerplate,1,2,False,1,0.7166666666666667,0.12583057392117916,False,boilerplate,boilerplate,substantive,0.7,0.85,0.6,0.705345630645752,1,0.6453456306457519
7ff45758d37d,NVDA_Q1-2026,"I was wondering if you could give some additional color around the strength you saw within the networking business, particularly around the adoption of your Ethernet solutions at CSPs as well as any change you're seeing in network attach rates.",boilerplate,1,2,False,1,0.8566666666666666,0.040414518843273836,False,boilerplate,substantive,boilerplate,0.9,0.85,0.82,0.7027549147605896,1,0.6427549147605895
81026a9d9678,NVDA_Q1-2025,"For a discussion of factors that could affect our future financial results and business, please refer to the disclosure in today's earnings release, our most recent Forms 10-K and 10-Q and the reports that we may file on Form 8-K with the Securities and Exchange Commission.",boilerplate,0,3,False,3,0.9733333333333333,0.020816659994661344,False,boilerplate,boilerplate,boilerplate,0.95,0.98,0.99,0.7025430202484131,1,0.642543020248413
87232b9b7c48,JNJ_Q3-2025,"We do not believe that the one you're referring to has any significant materiality and shouldn't impact, we would say, moderate, certainly not material from an overall performance perspective.",boilerplate,1,2,False,1,0.7333333333333333,0.10408329997330662,False,boilerplate,boilerplate,substantive,0.7,0.85,0.65,0.6973004341125488,1,0.6373004341125488
7316cec00bef,C_Q3-2024,"We provide details on our balance sheet, capital and liquidity, which are a reflection of our risk appetite, strategy and business model.",boilerplate,0,3,False,3,0.79,0.16822603841260725,False,boilerplate,boilerplate,boilerplate,0.6,0.92,0.85,0.684066653251648,1,0.6240666532516479
7997014c8848,FAST_Q2-2024,"And since you sort of teed me up on this, in terms of thinking about the revenue trend going forward, should we read anything into kind of the better cadence of the quarter, i.e., May better than April, June better than May.",boilerplate,0,3,False,3,0.88,0.05291502622129186,False,boilerplate,boilerplate,boilerplate,0.9,0.92,0.82,0.6778566837310791,1,0.617856683731079
ec51ac4fe5a2,AVGO_Q1-2024,"It's almost a layer 3-dimensional chip, which it is.",boilerplate,0,3,False,3,0.7566666666666665,0.08144527815247078,False,boilerplate,boilerplate,boilerplate,0.7,0.85,0.72,0.6666209697723389,1,0.6066209697723388
